"","STB_a6_1","STB_a6_2","STB_b5_1","STB_b5_2","STB_d4_1","STB_d4_2","STB_wt_1","STB_wt_2"
"ACAP3",0.636763439198521,0.618717606861217,0.857382679326589,1.24356033585173,0.605843570529169,0.350618473456253,0.396878451757316,0.322841730392934
"PUSL1",8.62079733068766,6.85348733753963,8.62145916433959,7.40483654529895,9.96888056961633,11.3951003873282,10.0707907133419,10.6998973501658
"INTS11",86.5508459279835,82.2894417125418,95.550536373841,91.3451592152908,98.6423486197947,104.352823162417,103.585275908659,92.0560134091852
"AL139287.1",0.930654257290145,0.856685917192454,1.00027979254769,1.18703486604029,0.715996946989018,1.05185542036876,0.992196129393289,0.83016444958183
"CPTP",2.88992637790098,2.85561972397485,4.14401628341185,2.26101879245769,2.97414116441592,3.4623574253805,3.81995509816416,2.72109458474044
"DVL1",3.82058063519112,2.85561972397485,3.23900123301156,3.10890083962933,3.30460129379547,4.82100401002348,5.60590813107209,5.21158793348593
"MXRA8",9.74737880003889,10.1374500201107,12.8131078188251,11.1920430226656,11.6211812165141,11.6580642424204,9.72352206805424,10.8382580917628
"AURKAIP1",30.6136268845443,27.2235747018935,31.4849972797153,30.8629065170475,32.3300159909657,35.938393529266,31.7998859470549,32.3302932864924
"NDUFB4P8",0,0.0951873241324949,0.0952647421473988,0,0.0550766882299245,0.219136545910158,0,0
"CCNL2",79.4484844907693,77.6728564921158,82.3087372153525,76.8181134737501,86.6356305856712,99.707128389122,78.8299824802968,89.2426783300467
"AL391244.1",23.2663564322536,24.3203613158524,25.673848008724,24.532053898166,26.987577232663,25.8142851082166,27.3846131712548,31.7307300729055
"MRPL20",45.8959494253087,49.1166592523673,51.3476960174479,55.7341132340821,51.7170102478991,49.787823230788,46.3851690491363,46.8581711541744
"AL391244.3",0.685745242213791,0.761498593059959,1.38133876113728,1.01745845660596,0.330460129379547,0.657409637730475,0.297658838817987,0.507322719188896
"ANKRD65",0.391854424122167,0.856685917192454,1.57186824543208,0.565254698114423,0.110153376459849,0.26296385509219,0.396878451757316,0.368961977591925
"AL391244.2",0.244909015076354,0.237968310331237,0.523956081810693,0,0.165230064689773,0.306791164274222,0.347268645287651,0.184480988795962
"LINC01770",0.244909015076354,0.0475936620662474,0.0476323710736994,0.339152818868654,0.220306752919698,0.219136545910158,0.0496098064696645,0
"VWA1",2.44909015076354,1.47540352405367,2.85794226442196,2.09144238302337,2.03783746450721,2.32284738664768,2.9269785817102,2.58273384314347
"ATAD3C",0.58778163618325,0.713904930993711,0.666853195031791,1.01745845660596,0.550766882299245,1.00802811118673,0.545707871166309,0.922404943979811
"ATAD3B",6.31865258896993,5.47327113761845,5.81114927099132,6.44390355850443,6.99473940520041,9.02842569149852,4.76254142108779,4.75038546149603
"AL645728.2",0.244909015076354,0.285561972397485,0.238161855368497,0.282627349057212,0.0550766882299245,0.394445782638285,0,0.0922404943979811
"ATAD3A",1.12658146935123,1.28502887578868,1.04791216362139,1.52618768490894,1.37691720574811,1.44630120300704,0.843366709984296,1.15300617997476
"SSU72",104.478185831573,108.894298807574,111.173954086014,115.255432945531,114.008744635944,111.628156486635,118.468217849559,112.717884154333
"AL645728.1",1.07759966633596,0.571123944794969,0.905015050400288,1.13050939622885,0.936303699908716,0.350618473456253,0.595317677635974,0.322841730392934
"FNDC10",0.146945409045812,0,0,0.113050939622885,0,0.0438273091820316,0,0
"AL691432.2",1.66538130251921,1.38021619992118,2.00055958509537,1.4696622150975,1.92768408804736,0.920373492822665,1.73634322643826,2.16765161835256
"MIB2",0.391854424122167,0.523530282728722,0.714485566105491,0.169576409434327,0.440613505839396,1.00802811118673,0.496098064696645,0.599563213586877
"CDK11B",9.69839699702362,9.61391973738198,10.7172834915824,10.739839264174,10.3544173872258,10.1241084210493,8.43366709984296,10.8382580917628
"SLC35E2B",12.6373051779399,13.3262253785493,13.3846962717095,15.205351379278,14.4300923162402,15.6901766871673,16.3216263285196,17.9868964076063
"AL691432.1",0.58778163618325,0.523530282728722,0.238161855368497,0.791356577360193,1.32184051751819,0.876546183640633,0.297658838817987,0.507322719188896
"CDK11A",0.881672454274875,0.666311268927464,0.619220823958092,0.791356577360193,0.936303699908716,0.920373492822665,1.09141574233262,1.15300617997476
"AL031282.2",1.66538130251921,1.18984155165619,1.42897113221098,1.69576409434327,1.37691720574811,2.10371084073752,2.33166090407423,2.25989211275054
"AL031282.1",1.46945409045812,0.809092255126206,0.809750308252889,1.41313674528606,1.54214727043789,1.57778313055314,1.5379040005596,1.98317062955659
"SLC35E2",1.1755632723665,0.713904930993711,1.23844164791618,0.73483110754875,1.32184051751819,1.09568272955079,1.19063535527195,1.9370503823576
"NADK",34.3362439137048,37.9321486667992,38.0582644878858,35.4979950415858,40.4813658489945,39.5322328821925,30.609250591783,30.7622048817267
"GNB1",11.4617419055734,12.5171331234231,15.3852558568049,14.6400966811636,15.2011659514592,13.3235019913376,20.8857285237287,20.8463517339437
"CALML6",0,0.285561972397485,0.142897113221098,0,0.110153376459849,0.0438273091820316,0.198439225878658,0.0922404943979811
"TMEM52",1.32250868141231,0.761498593059959,1.23844164791618,1.24356033585173,0.771073635218943,1.88457429482736,1.43868438762027,1.38360741596972
"CFAP74",0.636763439198521,1.14224788958994,1.00027979254769,0.73483110754875,1.32184051751819,0.657409637730475,1.04180593586295,0.83016444958183
"PRKCZ",425.260013778581,407.87768390774,397.682666094316,383.016583442333,380.579915668778,425.519344848345,436.020589061881,429.886824141791
"AL590822.2",1.46945409045812,1.47540352405367,1.95292721402167,1.4696622150975,0.826150323448867,1.70926505809923,1.19063535527195,1.10688593277577
"PRKCZ-AS1",1.07759966633596,1.42780986198742,1.09554453469509,1.0739839264174,1.76245402335758,1.88457429482736,0.496098064696645,1.01464543837779
"FAAP20",1.71436310553448,1.8085591585174,2.09582432724277,1.75228956415471,2.4784509703466,1.75309236728127,1.43868438762027,1.70644914636265
"SKI",0.538799833167979,0.285561972397485,0.428691339663294,0.565254698114423,0.385536817609471,0.52592771018438,0.644927484105638,0.230601235994953
"MORN1",0.489818030152708,0.428342958596227,0.714485566105491,0.226101879245769,0.771073635218943,0.745064256094538,0.396878451757316,0.322841730392934
"RER1",83.7099013530978,86.0969346778416,87.9769893731227,87.1057489794326,96.7697412199773,102.117630394134,91.8277517753489,88.089672150072
"PEX10",1.71436310553448,2.14171479298113,2.52451566690607,1.18703486604029,3.41475467025532,3.11173895192425,2.43088051701356,1.89093013515861
"PANK4",11.1678510874817,10.4230119925082,12.1462546237933,10.5137373849283,13.9344021221709,11.4389276965103,9.52508284217558,12.3141060021305
"FAM213B",0.0489818030152708,0.0475936620662474,0.142897113221098,0,0,0,0,0
"MMEL1",1.22454507538177,0.428342958596227,0.714485566105491,0.847882047171635,0.220306752919698,0.613582328548443,0,0.0922404943979811
"PRDM16",0.391854424122167,0.0951873241324949,0.333426597515896,0.339152818868654,0.110153376459849,0.350618473456253,0.0496098064696645,0.0922404943979811
"ARHGEF16",21.6009751297344,19.3706204609627,23.3398618261127,20.5187455415536,21.7002151625902,28.7945421325948,16.0735772961713,16.5571687444376
"TPRG1L",4.55530768042019,5.94920775828093,5.81114927099132,5.42644510189846,5.6178221994523,4.90865862838754,5.75473755048108,5.90339164147079
"WRAP73",12.5883233749246,16.2770324266566,14.3373436931835,14.9227240302208,15.8070095219883,17.6185782911767,16.5200655543983,17.5256939356164
"TP73",0,0.19037464826499,0.0952647421473988,0,0.0550766882299245,0.26296385509219,0,0
"TP73-AS1",1.07759966633596,0.475936620662474,1.42897113221098,0.565254698114423,0.881227011678791,0.964200802004696,1.38907458115061,1.9370503823576
"SMIM1",0,0.142780986198742,0.0952647421473988,0.0565254698114423,0.110153376459849,0.26296385509219,0.396878451757316,0.553442966387887
"LRRC47",10.6290512543138,9.13798311671951,9.90753318332947,11.0224666132313,11.8414879694338,11.2197911506001,10.8149378103869,10.7921378445638
"AL365330.1",0.0489818030152708,0.0475936620662474,0.142897113221098,0.0565254698114423,0,0,0.0992196129393289,0.184480988795962
"CEP104",2.64501736282462,3.14118169637233,2.52451566690607,4.01330835661241,4.18582830547426,3.5938393529266,3.62151587228551,4.65814496709805
"DFFB",0.538799833167979,0.475936620662474,1.04791216362139,0.565254698114423,1.15661045282841,0.350618473456253,0.347268645287651,0.553442966387887
"C1orf174",40.4589692906137,42.5963275492914,52.1574463257008,52.3425850453956,43.3453536369506,43.4328633993934,44.5496062097587,43.5836336030461
"LINC01134",1.22454507538177,1.04706056545744,1.38133876113728,0.678305637737308,0.715996946989018,1.00802811118673,1.19063535527195,0.922404943979811
"AJAP1",0.0489818030152708,0.618717606861217,0.285794226442196,0.0565254698114423,0.440613505839396,0.175309236728127,0,0
"Z98259.3",0,0,0,0,0,0,0,0
"NPHP4",0.195927212061083,0.380749296529979,0.714485566105491,0.113050939622885,0.605843570529169,0.0876546183640633,0.545707871166309,0.876284696780821
"KCNAB2",0,0,0,0,0,0,0,0.0461202471989906
"RPL22",98.943242090847,99.3279727322584,114.365322947952,118.194757375726,103.764480625178,98.1293452585689,91.1332144847736,89.8422415436336
"AL031847.1",0.342872621106896,0.428342958596227,0.381058968589595,0.339152818868654,0.385536817609471,0.438273091820316,0.248049032348322,0.276721483193943
"RNF207",2.93890818091625,2.61765141364361,2.71504515120086,3.50457912830942,3.35967798202539,4.16359437229301,3.72073548522484,2.99781606793439
"ICMT",7.10236143721427,7.18664297200336,8.43092968004479,9.04407516983077,8.0962731697989,8.37101605376804,8.13600826102497,6.64131559665464
"LINC00337",3.86956243820639,5.56845846175095,6.09694349743352,5.93517433020145,4.40613505839396,3.72532128047269,3.91917471110349,2.72109458474044
"GPR153",0.0489818030152708,0,0,0,0.0550766882299245,0,0.198439225878658,0
"ACOT7",15.919085979963,13.6117873509468,17.909771523711,19.162134266079,16.0823929631379,21.4315541900135,29.5178348494504,26.6575028810165
"HES2",112.756110541153,105.039212180208,101.504582758053,103.83728804362,113.513054441874,107.771353278616,108.794305587974,108.151979681633
"ESPN",0.146945409045812,0.0475936620662474,0.142897113221098,0.113050939622885,0.165230064689773,0,0.0496098064696645,0
"TNFRSF25",0.930654257290145,0.904279579258701,1.00027979254769,0.847882047171635,1.26676382928826,1.75309236728127,2.67892954936188,1.98317062955659
"PLEKHG5",0.489818030152708,0.618717606861217,0.905015050400288,0.226101879245769,1.04645707636856,0.832718874458601,1.68673341996859,1.66032889916366
"NOL9",20.5233754633985,15.6107211577292,20.910610901354,23.4015445019371,18.3405371805648,20.2920441512807,18.9013362649422,23.7058070602811
"AL591866.1",0,0,0,0.0565254698114423,0.0550766882299245,0,0,0.0922404943979811
"ZBTB48",5.19207111961871,5.33049015141971,7.04959091890751,6.38737808869298,5.56274551122237,4.38273091820316,9.62430245511491,7.60984078783344
"KLHL21",19.8376302211847,15.8010958059941,19.1482131716272,19.557812554759,16.4128530925175,14.8574578127087,14.2876242632634,15.2658018228659
"PHF13",8.57181552767239,6.5203317030759,7.8593412271604,8.93102423020789,7.15996946989018,10.0802811118673,5.90356696989007,5.71891065267483
"THAP3",15.3313043437798,18.466340881704,19.2434779137745,17.9750994000387,20.2131445803823,20.1605622237346,20.5384598784411,23.8441678018781
"DNAJC11",33.8954076865674,33.3631571084394,35.9148077895693,40.4722363849927,36.5158442964399,38.4365501526418,35.6694508516888,36.3427547928046
"CAMTA1",13.1761050111078,13.2310380544168,14.9089321460679,16.5619626547526,14.6503990691599,14.4191847208884,14.337234069733,16.3265675084427
"VAMP3",114.225564631612,108.513549511044,125.130238810608,127.691036304048,112.246290612586,118.465216719032,139.353946373287,131.903906989113
