"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","STB_wt_1","STB_wt_2"
"BTBD19",71.9704068253417,-0.717400142109919,0.278286881719223,-2.577915774103,0.0099398222419092,0.0394089868621951,3.91917471110349,6.77967633825161
"UROD",541.011572755518,-0.525279178927572,0.118928675969812,-4.41675798241379,1.00192303111422e-05,0.000121386828769607,36.3639881422641,37.1267989951874
"HPDL",141.320275278574,1.34821768048872,0.21165353645204,6.36992749135674,1.89117586013734e-10,7.17735416799111e-09,3.96878451757316,2.90557557353641
"PRDX1",8139.22441159289,0.580420690485194,0.0903262182554624,6.4258274252514,1.31154130188306e-10,5.11622922715992e-09,305.050699981967,316.661617268269
"AKR1A1",5120.77016717867,0.550617861738845,0.0688853427007028,7.993251396472,1.3142574950324e-15,1.21762091451532e-13,200.175569105096,197.533018753277
"ATPAF1",114.622287206204,-0.555541561769711,0.173442346289711,-3.20303301733337,0.00135988389107168,0.00783830605100785,8.28483768043397,7.51760029343546
"ORC1",148.978119865673,0.601834541917505,0.187301621301796,3.21318383543396,0.00131272237207859,0.00762577311580923,5.80434735695074,5.44218916948089
"ZCCHC11",171.575726850602,-0.818009610283725,0.148764483921617,-5.49868885852305,3.82625591657561e-08,8.53288930068189e-07,12.0055731656588,14.62011836208
"LRP8",612.41989762404,0.719980192374805,0.109132345295532,6.59731256049789,4.18677501926671e-11,1.80662209735482e-09,21.580265814304,21.5842756891276
"NDC1",317.760789483976,0.750441370170399,0.136424370451473,5.50078675596555,3.78100276092717e-08,8.4469210616458e-07,11.5094751009622,10.5154163613698
"DIO1",13.207938495863,3.63238872763744,0.970139704532329,3.74419138879435,0.000180975667262288,0.00146079013933685,0.0992196129393289,0.0461202471989906
"EFCAB7",40.5376459800062,-1.13777885596784,0.364524693181245,-3.12126689151928,0.00180074751314334,0.0099064697975703,3.17502761405853,4.05858175351117
"LEPR",36.9691279185004,2.17638548676987,0.474699732061727,4.58476240826458,4.5450295907618e-06,6.00916818925484e-05,0.793756903514632,0.276721483193943
"SLC35D1",18.6885518588592,-2.40885849037565,0.434044084490121,-5.549801452093,2.85994211535896e-08,6.59986642005914e-07,2.38127071054389,2.62885409034246
"GADD45A",504.508637379404,-0.788412020921726,0.124811662080491,-6.31681373182322,2.67011085281183e-10,9.78005719343867e-09,39.3901863369136,37.8647229503712
"PTGER3",36.9661111869385,1.02128535422313,0.365551455940661,2.79382105480907,0.00520892939371461,0.0233567652529552,0.892976516453961,1.29136692157174
"FPGT",110.461333268497,-0.797855935273579,0.177946238489651,-4.4836909284822,7.33629003989485e-06,9.25297842869621e-05,7.63991019632833,9.36241018139508
"ACADM",227.867065956373,-0.539415362709958,0.139029567171636,-3.8798607640347,0.000104516276673802,0.000920912647615319,15.2798203926567,15.8653650364528
"AK5",43.3253025588771,1.2267567758156,0.356166936231554,3.44433087696285,0.000572474656706319,0.00384497903757975,1.28985496821128,0.968525191178802
"PRKACB",43.4611980472826,-1.20207479962117,0.31819642545637,-3.77777593791982,0.000158235140746921,0.00130396518862734,3.96878451757316,3.9202210119142
"CYR61",47.5805840656585,-0.904286064471528,0.347958063625979,-2.59883635127809,0.00935403551837904,0.0374280239858926,3.47268645287651,4.19694249510814
"CLCA2",17.8854078215614,1.62100589489675,0.586674256374311,2.76304248445241,0.00572653121759588,0.0252295699913933,0.694537290575303,0.0461202471989906
"GBP3",32.6674431721947,-2.96563053320613,0.411639327614231,-7.20443926092838,5.82831953723262e-13,3.51372374014981e-11,5.15941987284511,4.75038546149603
"GBP1",18.9457758840021,-1.26080628989339,0.499868031267708,-2.52227830352719,0.01165974203325,0.0446001061381149,2.57970993642255,0.922404943979811
"GBP2",97.6491433021994,-1.10534144272957,0.219654149329145,-5.03219013210282,4.84907986073888e-07,8.31270833269523e-06,8.33444748690363,8.71672672060922
"LRRC8C",14.1149560711839,-1.60062793138639,0.516490195096268,-3.09904804889482,0.00194143531587533,0.0105077684622119,1.58751380702926,1.38360741596972
"BRDT",1058.00579911753,-0.526637113952702,0.0914764883039988,-5.75707620304091,8.55832834371492e-09,2.1828934641864e-07,72.6783664780585,71.1174211808434
"AL512488.1",445.511635099281,-0.659075502869712,0.113592259464717,-5.80211632355484,6.54831061275787e-09,1.740690162885e-07,30.3612015594347,34.036742432855
"GCLM",412.598652201929,-0.54513780814129,0.143172851268318,-3.80755012777985,0.000140350295783418,0.00118685485024904,30.4108113659043,26.1501801618276
"RTCA",284.340383911774,-0.674581369786773,0.119434503241432,-5.64812806583316,1.62204329293569e-08,3.99174716620892e-07,19.4966539425781,21.8609971723215
"DPH5",223.540081655771,-0.54549649898263,0.129763504154088,-4.20377441668714,2.62500559232285e-05,0.000281729731373662,15.2798203926567,15.4041625644628
"CLCC1",171.971958270338,-0.825204902770529,0.140398567510164,-5.87758776606314,4.16288016077794e-09,1.1682024504633e-07,13.1962085209307,13.5593526765032
"SARS",6483.21921979887,-0.647808172657699,0.0636289090569114,-10.1810353542017,2.40983555981009e-24,5.52071419156493e-22,464.24856894312,467.659306597764
"SYPL2",24.7933618185575,1.23037940758671,0.496884244503805,2.47618921548897,0.0132793180687241,0.0494296625305536,0.595317677635974,0.691803707984858
"GSTM3",89.7977629645377,-1.00299145136724,0.207067683877255,-4.84378553227933,1.27388434597055e-06,1.98159787150974e-05,6.99498271222269,8.07104325982335
"SLC16A4",1704.72891268849,-0.771221962994453,0.142367976339118,-5.41710279815606,6.05725182252504e-08,1.27841495751785e-06,124.421394625918,134.671121821052
"MOV10",426.764338664543,-0.810541483257583,0.133341369504851,-6.07869475367953,1.21164759199537e-09,3.88467166899279e-08,32.4448134311606,33.5755399608651
"PTPN22",28.1124545906997,1.36972681980774,0.453698715407637,3.01902291827535,0.00253591347066395,0.0130631683280318,0.843366709984296,0.507322719188896
"DCLRE1B",197.622134012342,0.527285982150796,0.161776556360346,3.25934729984178,0.00111668875973311,0.00670971786964102,7.98717884161598,7.56372054063445
"SLC22A15",38.4911445920861,-1.3378580435927,0.285959911478338,-4.6784811083355,2.89007792107887e-06,4.09157098939255e-05,3.91917471110349,3.45901853992429
