"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","STB_wt_1","STB_wt_2"
"PINK1-AS",58.692232931215,-0.391349633363503,0.229150534880288,-1.70782771058314,0.0876683157228114,0.204846066238593,4.11761393698215,3.36677804552631
"DDOST",9804.48758866824,0.202590655411901,0.0631365959378406,3.2087674731681,0.00133305253226323,0.00771896227321537,461.470419780819,461.156351742707
"KIF17",59.088599005495,0.260323446255192,0.281898616526016,0.923464788381347,0.355765042042055,0.53839170946815,3.32385703346752,2.07541112395457
"SH2D5",273.386323092377,0.0890010954451559,0.209212506588409,0.425410014422565,0.670537806942295,0.794804926385035,12.4024516174161,14.9429600924729
"HP1BP3",1052.75538491821,-0.190960669259812,0.0800667001468821,-2.38501985106786,0.01707819977708,0.0600573031513281,58.9860598924311,62.5851754490302
"EIF4G3",267.754505223783,-0.128926629593182,0.137309889693096,-0.938946421713316,0.347758253448195,0.530992970606794,15.379040005596,14.573998114881
"ECE1",130.773486162014,-0.0392824539497178,0.292779401045085,-0.134170825575495,0.893267495108971,0.939952441694182,8.53288671278229,5.44218916948089
"NBPF3",227.700982897987,-0.115816757796841,0.136635847891545,-0.847630834689667,0.396643596466691,0.578123309196504,12.4024516174161,12.9136692157174
"ALPL",4894.57541043562,0.151904898638474,0.282445203748236,0.537820775933152,0.590700787237862,0.738815755330262,237.829412215571,235.397741703648
"RAP1GAP",440.683995117516,0.376048000260656,0.159364407743065,2.35967369117287,0.0182910160531576,0.0633488808272255,17.6610911032006,20.1084277787599
