"","hTSC_a6_1","hTSC_a6_2","hTSC_b5_1","hTSC_b5_2","hTSC_d4_1","hTSC_d4_2","hTSC_wt_1","hTSC_wt_2"
"MTCO3P12",148.584711800002,128.597883105906,159.6037614949,126.070439528989,115.228048114744,132.784955559998,112.758658081907,143.001835428935
"AL669831.1",0.752804112982911,1.10553906262369,1.10835945482569,1.49575097746258,1.17237839651629,1.13646829476205,1.36456625351239,1.28151354891507
"AL669831.5",0.799854370044343,1.06605552467285,0.692724659266058,0.897450586477548,0.502447884221269,0.590963513276268,0.591312043188704,0.527682049553264
"AL669831.4",0.611653341798616,0.750187221066078,0.877451235070341,0.555564648771815,0.795542483350343,0.454587317904822,0.136456625351239,0.150766299872361
"FAM87B",0.047050257061432,0,0.184726575804282,0.170942968852866,0.0418706570184391,0,0.136456625351239,0.150766299872361
"LINC01128",14.7267304602282,12.8716333719759,18.7959290880857,20.2567418090647,16.7063921503572,13.955830659678,20.0136383848484,15.3781625869808
"LINC00115",0.988055398290071,0.710703683115232,1.38544931853212,1.19660078197006,0.963025111424099,1.31830322192398,1.04616746102617,0.942289374202258
"NOC2L",81.7262965157073,100.722505312609,82.3418711647588,95.2579693932597,84.2437619210994,99.6000813529464,85.0579631356059,95.171226794428
"KLHL17",1.74085951127298,2.52694642885416,2.30908219755353,1.66669394631545,1.716696937756,2.68206517563845,2.27427708918732,2.75148497267059
"PLEKHN1",0.376402056491456,0.473802455410155,0.507998083461776,0.940186328690764,0.502447884221269,0.590963513276268,0.454855417837465,0.678448349425626
"PERM1",0.23525128530716,0.31586830360677,0.138544931853212,0.470093164345382,0.418706570184391,0.272752390742893,0.63679758497245,0.376915749680903
