"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Day18Rep1","Day18Rep2","Day0_Rep_1","Day0Rep1","Day0Rep2"
"CATSPERE",1171.56568967004,-0.318347012701306,0.37365817219578,-0.851973906607095,0.394228574683011,0.567964872885948,56.0203260333002,27.9282099560819,57.0133019160033,60.292087416002,66.8095324599805
"CATSPERG",452.409490880241,-0.717840394704545,0.378451169606157,-1.89678471717126,0.0578563571796735,0.14584984299831,9.54494404314035,17.0973252085709,25.8185237843304,23.6089141051739,28.2551470951439
"CATSPERZ",817.866824069373,-0.958774113306911,0.316845073927333,-3.02600290237368,0.00247809924098521,0.0114875354568343,27.1356262587707,15.8208280776143,48.3550318333646,49.3811948414993,49.1246562205739
"CAV1",587.680336734422,0.0389775902555495,0.322619435020098,0.120816001841679,0.903836775313007,0.944931038143736,30.7836938773532,18.3351406082865,28.912995763324,28.2178256237139,26.9677423114323
"CAV2",852.760982614769,0.0192870733264168,0.210945965721804,0.0914313448016002,0.927149856499537,0.958616114261858,36.7305438309328,33.7304696422485,37.5400085532456,38.8465399419794,46.4143303601284
"CAV3",1126.735074964,-0.292167640440925,0.198361764296354,-1.47290301373013,0.140777189330498,0.280699074967194,44.8262555324445,36.6702812165729,57.8259915266481,55.1188193849878,63.0150762553569
"CAVIN1",1482.21949455529,0.35769132361693,0.255355307413815,1.40075930764687,0.161286060882474,0.308503605341039,57.3696113168854,82.3147240810836,61.4518374818325,64.3366424220677,67.0805650460251
"CAVIN2",2338.66130287886,0.450667297920115,0.269189015255141,1.67416674671129,0.0940978328397842,0.210513964654926,140.525563608956,88.5424828109024,100.492196085499,97.3514984018129,97.3006983899919
"CAVIN3",549.319845326718,-0.285746957694842,0.337540292515185,-0.846556586076275,0.397242320924472,0.570904999633381,15.3918469386766,24.2921272194175,28.0690488599621,25.3019836425968,32.3206358858121
"CAVIN4",1369.18868424233,0.00067872808841601,0.189438591164211,0.00358283961174346,0.997141313705994,0.998327159115261,62.8167259802483,49.628661182345,65.4527709496222,66.1708010876091,66.4707417274248
"CBARP",1045.1273764015,-0.115900047146858,0.398736862830859,-0.290668001759399,0.771305246324196,0.862021574758522,26.2860762654022,55.0054218248594,50.1992121036739,53.4727795569378,52.4448053996196
"CBFA2T2",1601.59170019099,0.83957759353827,0.395584051056371,2.12237472996258,0.0338062825155828,0.0971203335829716,123.234722567456,56.0111468371283,56.3881560616611,58.5049584598335,61.2533644460673
"CBFA2T3",1479.0574900047,0.116403074927851,0.277165921822914,0.419976143395518,0.674502881638035,0.793587721155217,78.2085729189248,49.280525601175,67.2344366344973,71.8143662123518,68.029179097181
"CBFB",861.744740514339,-0.245441966210253,0.4226574001806,-0.580711389663062,0.561434984141002,0.710805910678842,44.0766525971193,19.7663646642076,44.0102681456867,49.3811948414993,39.6385157090148
"CBL",513.77229260971,-0.485775069785332,0.698345509607319,-0.695608496227726,0.48667404392475,0.649422592990449,28.634832129421,5.57016929871994,29.6006562031004,27.3712908550025,26.9677423114323
"CBLB",1394.37368528954,0.350812512410799,0.259958752872729,1.34949298122903,0.177178673255287,0.328864134417381,54.1713054594981,76.9379634385692,65.7966011695104,57.1881265973935,58.8140711716664
"CBLC",2453.0256888774,0.211203885056279,0.375223553185935,0.562874806933085,0.573520136357442,0.720079782148175,71.7120141461068,146.565079672568,113.026370465059,108.215361266943,112.749555794531
"CBLL1",1631.86061598233,0.432428726096724,0.237469880966107,1.82098346256569,0.0686093707524554,0.165956682808219,66.5647406568741,91.5983395789501,71.6729722003265,69.6980292905733,65.8609184088246
"CBLN1",1076.29099489622,0.0564206141991282,0.174997271878498,0.32240853582164,0.747143218544796,0.844932492739335,49.1239790283087,41.3120889655062,52.4184798865885,50.1806999008379,50.68309359033
"CBLN2",1549.09222678084,0.714701995292396,0.406186691781327,1.75954064905002,0.0784857222679575,0.183940818237045,115.438852040074,51.0985669695072,59.0762832353323,62.9727808502548,56.3747778972655
"CBLN3",1490.21379256188,1.27889515743959,0.266936410668834,4.79101054155633,1.65943406841263e-06,1.8956233007225e-05,114.739222633771,74.423650907897,45.3543317325223,44.7252536135865,47.2274281182621
"CBLN4",511.363493916167,-0.116817213421149,0.456980616489558,-0.25562837723516,0.798237804381617,0.879696722853153,28.2850174262693,11.7979280285388,24.7870331246659,24.8787162582411,26.6967097253877
"CBR1",625.00866036627,-0.03003414334621,0.646534804065206,-0.0464540240639249,0.962948377978601,0.979610647126127,9.59491757216203,40.6931812656484,29.2568259832122,28.9703009736796,32.9982173509234
"CBR3",1345.91207754088,-0.0625465135416973,0.276201463997758,-0.226452505487823,0.82084949487515,0.89534186397406,66.0150318376356,41.7375880091584,65.2652271933195,65.3712960282705,67.4871139250919
"CBR4",583.012670997459,0.47402488304519,0.301087771032805,1.57437441387662,0.115400915405516,0.245116986407942,35.2813114893041,22.3193589261209,24.7245185392317,23.4678249770554,24.7994816230759
"CBS",937.137915400596,0.020742716354626,0.488660057120215,0.0424481519460942,0.966141443214754,0.981294416962194,57.3696113168854,20.5013175577887,42.8537483151538,45.9009963479079,46.0755396275728
"CBWD1",306.178057802744,-2.39617529229907,0.628226621668333,-3.81418935405147,0.000136630681027268,0.000958890857822035,1.49920587065032,5.49280583623772,19.5358079481919,22.6683199177168,23.3765605463421
"CBWD2",779.899773457973,0.183883629185715,0.346941878570003,0.530012778923178,0.596103070739398,0.736905674577352,25.086711568882,43.5943111087318,35.7896001610876,32.8737668516267,38.4188690718144
"CBWD3",737.973611217088,-0.616755478292178,0.23503701105153,-2.62407812085799,0.00868838544702649,0.0324774531681031,25.0367380398603,20.8881348701998,43.6664379257986,44.7252536135865,35.6407850648578
"CBWD5",392.692795067676,-4.17271710075896,0.30742474110753,-13.5731336577736,5.77972032153712e-42,2.72957864843715e-39,1.69909998673703,1.19913366847443,28.6941947143043,31.9331726641695,30.6944403695448
"CBWD6",1327.36744748825,0.0151887457504639,0.368679022646,0.0411977487665413,0.967138248374836,0.981894814559666,37.1303320631062,72.0253835709481,64.7025959244116,60.1509982878834,66.4707417274248
"CBX1",1527.42479472815,0.657188419152009,0.310654746719047,2.11549453563111,0.0343878201666521,0.0984259219344989,62.6668053931832,97.4005992651167,53.5749997171215,56.7648592130378,69.3165838808926
"CBX2",1219.11795138488,0.870457011832771,0.182524278634615,4.76899302571844,1.85149069377417e-06,2.09162277150229e-05,63.4663818575301,73.6500162830748,43.3538649986275,42.8910949480451,46.3465722136173
"CBX3",524.456063028824,0.459115051102534,0.658827418301872,0.69686694625719,0.485886065083354,0.649155583951493,9.74483815922706,41.3507706967473,22.3802215854487,24.4084191645125,19.2433136091627
"CBX4",832.957852684881,-0.21629583794067,0.777065249795121,-0.278349646953969,0.780743968532195,0.868465209626164,55.2207495689533,7.50425586077548,44.2603264874236,41.1039659918766,42.2810834229491
"CBX5",1881.57344271671,1.1256927467236,0.189305441537935,5.94643628613298,2.74043131465115e-09,5.40906947457596e-08,102.245840378352,126.06376211478,61.6393812381351,62.0321866627977,61.2533644460673
"CBX6",762.008497426148,-0.010633138709857,0.181677204976829,-0.058527643637038,0.953328343791954,0.973973857716175,29.3344615357245,32.8021080924619,35.6958282829363,38.0940645920137,36.8604317020582
"CBX7",817.836180928553,-0.113569124662754,0.615568913063922,-0.184494574453861,0.853625483062677,0.91514772612076,12.7432499005277,50.7891131195783,41.6347138991866,40.5396094794023,39.9095482950594
"CBX8",841.28858010822,0.477067641139785,0.176469473609438,2.70340037504521,0.00686340190497561,0.0268399254102531,44.3265202422277,38.7590947035929,34.9143959650086,36.6361436014552,33.6757988160348
"CBY1",1071.04017726176,0.0441069104318794,0.365244647211066,0.120759909196947,0.90388120547114,0.944931038143736,59.0687113036225,30.6746128742008,55.481694572865,52.0618882757521,45.5334744554837
"CBY3",1371.18278568386,1.43487484810959,0.495664110976181,2.89485322083071,0.00379335861848672,0.0164798750122859,135.328316590702,46.3020322956095,37.4462366750943,41.950500760588,38.6221435113478
"CC2D1A",1070.42475140453,0.444694501483266,0.283183587320683,1.57033995398782,0.116336043766309,0.246429801492948,63.7162495026384,40.886589921854,41.6972284846208,46.9826796634836,46.685362946173
"CC2D1B",959.311986041887,-0.325842722982222,0.217163970250897,-1.5004455969642,0.133499015812934,0.271015039126215,38.079829114518,30.3264772930308,54.9503205966742,49.4282245508722,46.6176047996619
"CC2D2A",2615.99868206283,0.974454627539467,0.22855408734494,4.2635624628703,2.0119322439685e-05,0.00017599615550529,179.305022129778,125.328809221199,93.146732296979,90.4851608333759,89.5085115412112
"CC2D2B",508.092755935792,-0.130863531820353,0.272990086463774,-0.47937100396398,0.631674717629462,0.763919652580056,23.3376380531233,16.1689636587843,24.5994893683633,26.6188155050368,24.9349979160982
"CCAR1",1494.16274559448,-0.422749150205925,0.137879812430719,-3.06606995435496,0.00216892563596322,0.0102832779356405,52.8220201759128,48.9710717512461,81.8003350406692,79.5272385495003,79.3447895645407
"CCAR2",647.565049910686,-0.22353973670353,0.703320968156032,-0.317834597324187,0.750610405556274,0.847368778147513,7.84584405640332,40.0742735657907,37.2274356260745,28.8762415549339,33.3370080834791
"CCBE1",1575.95851252712,0.306962322179016,0.584728410245021,0.524965636696852,0.599607079371029,0.739596883543205,30.3339321161581,114.846060054858,72.8920066162937,70.8267423155219,64.6412717716241
