"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Day_12_Rep_1","Day_12_Rep_2","Day0_Rep_1","Day0Rep1","Day0Rep2"
"ABCA6",1713.66634223738,0.452602734040163,0.313848087245854,1.44210767066302,0.149272001458952,0.306844306749638,49.418878247521,109.055569663134,56.9820446232862,61.2326816034591,61.7276714716453
"ABCA7",1295.1654260166,0.139016869093956,0.146924422622906,0.946179447992489,0.344057066806705,0.539254774751875,51.1522269621729,55.2373288031048,49.3240079075949,48.158422397805,52.5125635461307
"ABCA8",625.48866941828,0.451256835765239,0.222917404456955,2.0243230306065,0.042936925477208,0.124328949905066,25.5945533610295,32.2641692718087,21.2237017549157,22.4802010802254,22.0213976161193
"ABCA9",967.87249238272,-0.090374570764756,0.203857104562672,-0.443323135382667,0.657532024027689,0.794025981154993,32.4910684597508,39.8683386271561,41.3533982647326,42.8910949480451,35.2342361857909
"ABCB1",1153.02315577848,-0.0767991750840267,0.193085210090953,-0.397747580189339,0.690816260871454,0.817078059004343,45.6940224990138,40.9661236397239,42.1660878753774,45.1014912885694,54.613066087976
"ABCB10",1915.10955134432,-0.153518487102952,0.209592453315967,-0.732461902488057,0.463886687797405,0.648911857811094,55.1721207897697,84.0207163277474,78.1432317927677,82.3490211118717,79.954612883141
"ABCB11",1928.37515660435,0.0543420479970657,0.145722057910495,0.372915732705638,0.709211162285906,0.828803867769331,81.8730669473856,71.4631267937405,80.4562714538336,78.8217929089074,69.3843420274037
"ABCB4",947.399806659059,0.388138090905277,0.310376400723746,1.25053995729122,0.211102368482597,0.39059038959815,29.5038079089678,56.0941366177918,33.4765605000217,37.2945595326752,30.8299566625671
"ABCB5",1597.10452801118,0.564804772209089,0.152358237790493,3.70708391223157,0.000209659489520597,0.00158827726744418,73.6120007328746,80.2186316500737,48.9176631022725,54.8366411287506,57.7976989739994
"ABCB6",1388.33559150537,0.00227845267660083,0.133513869010918,0.017065288374008,0.98638453074266,0.993040587583729,52.8118161570523,55.1302278262689,56.9507873305691,55.6831758974621,54.4775497949537
"ABCB7",805.42947084675,-1.45198476344239,0.452870257159581,-3.20618265493807,0.0013450857811267,0.00771472037320978,7.11779365803848,23.4283386828486,46.417079684904,40.3985203512837,43.229697474105
"ABCB8",894.967346175707,0.0816406382211912,0.242583858454971,0.33654604531878,0.736459135220029,0.846294257285781,42.8542809877757,29.1314656993592,34.1954782325151,38.658421104488,32.4561521788344
"ABCB9",899.835599007216,-0.564577429891475,0.19844484257533,-2.84500933642133,0.00444101213364131,0.0207058314335894,28.9506115106746,25.3293810216855,39.8217909215944,37.9529754638952,46.7531210926841
"ABCC1",1722.7643059342,0.26955976034421,0.153180297579911,1.75975477658011,0.0784493938467874,0.194870508409922,81.1354717496614,68.0626707792014,65.6403147059248,66.8762467282019,59.1528619042221
"ABCC10",614.735334119962,0.0388297421652748,0.342001060726786,0.113536905653912,0.909604905750774,0.949341853045889,32.3804291800921,16.2257979906357,24.4744601974948,22.9975278833268,25.7480956742318
"ABCC11",1092.22540478119,-0.351331324000818,0.179130440221578,-1.96131558414211,0.0498422204599882,0.139464583058779,40.4570965951721,32.3980454928535,48.4800610042331,46.3712934416365,49.1246562205739
"ABCC12",1827.25191152986,-0.370424261923239,0.335904020514241,-1.10276816977704,0.270127854227328,0.46075454910181,85.9298405348686,35.0487946695415,87.3328758515971,80.5148624463303,74.1274122831832
"ABCC2",910.739700191152,0.346845423789723,0.415928546982545,0.833906271416082,0.404333802950413,0.597365216865205,20.8001845758223,60.1639737375553,31.7574094005808,35.5074305765066,31.7108125672118
"ABCC3",1340.18742541398,0.338485188307352,0.15619783263347,2.1670287135266,0.0302326647785931,0.0948184477846405,54.692683911249,64.2873613457366,49.5115516638976,48.7227789102793,47.7694932903512
"ABCC4",1051.40628789677,0.402847258001558,0.247026142896965,1.63078795336082,0.10293507022031,0.235734093988865,37.6173550839339,57.9416284682108,37.8525814804166,40.0693123856737,34.285622134635
"ABCC5",896.390717436062,-0.668844727320378,0.231773430360087,-2.88576963408295,0.00390457840093545,0.018713948410226,30.4995614258954,21.0185667040413,44.9167296344828,40.8217877356394,40.9936786392375
"ABCC6",849.221079369445,-0.365729616758838,0.185887844721109,-1.96747462055708,0.0491285190189814,0.137945985174672,25.8158319203468,30.3631269329718,36.4460033081468,39.0816884888437,36.8604317020582
"ABCC8",1011.62875311558,0.529060601060778,0.182079932773289,2.90565024383836,0.00366490854201053,0.0177320400047351,43.8131547448171,52.399152916954,32.5700990112256,34.8960443546595,36.1150920904357
"ABCC9",1295.07682015916,0.121690672535453,0.135960241500262,0.895046016340146,0.370762489805342,0.566198895478149,52.8855756768247,52.8275568242975,49.1677214440094,51.7326803101421,49.8022376856853
"ABCD1",1689.23380126343,-0.0661084098611053,0.157559002861315,-0.419578752470873,0.674793212908233,0.806146408041838,57.0898683038526,70.4456675137997,69.5474762955632,70.5915937686576,67.0805650460251
"ABCD2",1373.11710267653,0.0353888930209177,0.242086643884684,0.146182756937946,0.883777117299223,0.93435022520581,67.1949225126741,41.1535503491867,53.2624267899504,52.2029774038707,58.2720059995773
"ABCD3",898.223189780294,0.785581142106326,0.215640721392517,3.64300924720235,0.000269469153520752,0.00195787287790707,53.6969303943213,39.6809119176933,28.8817384706069,28.8762415549339,26.0868864067875
"ABCD4",1053.63527350594,0.108742833651374,0.197006880088608,0.551974802110793,0.580965617277591,0.741294325466341,48.8288020893417,36.8427360315425,42.5099180952656,41.0569362825037,39.4352412694814
"ABCE1",1260.60122211241,-1.00805686596303,0.173700231332036,-5.80342845966672,6.49724815513819e-09,1.37945412311339e-07,33.5605814964508,27.4714005584031,65.108940729734,66.3589199251005,58.5430385856219
"ABCF1",1297.08670199423,-1.33591841779529,0.254190897940828,-5.25557141745602,1.47565574409829e-07,2.40514496405515e-06,33.3393029371336,19.3852768072942,67.1719220490631,68.5693162656247,70.1974397855373
"ABCF2",1099.72157821743,0.175450466722214,0.157654068701659,1.11288257998741,0.265758862545731,0.455319006538876,43.3337178662964,48.3560910413996,41.8847722409235,43.2203029136551,40.8581623462153
"ABCF3",1719.97583409141,0.246111284237838,0.168648538476278,1.45931465793554,0.1444785228517,0.300100583348795,80.1028384728475,67.3665144297682,61.9519541653062,58.8811961348163,72.026909741338
