"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Day_6_Rep_1","Day_6_Rep_2","Day0_Rep_1","Day0Rep1","Day0Rep2"
"ABCA8",568.653547511825,0.02170604871999,0.162700619101508,0.133410978027365,0.893868363807871,0.948850015262968,20.7015708929215,23.7841940173022,21.2237017549157,22.4802010802254,22.0213976161193
"ABCA9",1007.09441032412,-0.0804689535829593,0.134945675356798,-0.596306279324613,0.550970636944349,0.739170265582584,40.3698447877453,35.3568751972086,41.3533982647326,42.8910949480451,35.2342361857909
"ABCB1",1173.31966399803,-0.145175877141617,0.136012862207161,-1.06736873841019,0.285805359320045,0.505303270467904,45.7144844330779,39.8041263512702,42.1660878753774,45.1014912885694,54.613066087976
"ABCB10",1998.00515881718,-0.128956824296472,0.0874853381417345,-1.47403927373007,0.140471017172698,0.32330206888327,72.1882661429585,74.5958812360842,78.1432317927677,82.3490211118717,79.954612883141
"ABCB11",1918.8115338776,-0.0966210857352553,0.107565768715614,-0.898251245623553,0.369051618447322,0.587611749691267,78.1030006837932,65.1608290639313,80.4562714538336,78.8217929089074,69.3843420274037
"ABCB4",898.920486840247,0.0989112099465262,0.160567621275493,0.616009685893149,0.537888127149112,0.729146443992457,30.4288150474267,42.1874598426735,33.4765605000217,37.2945595326752,30.8299566625671
"ABCB5",1385.42488415129,-0.0097855240503033,0.112546782280752,-0.0869462800446216,0.930714212625435,0.966154968239344,54.7291099682054,52.2367732239509,48.9176631022725,54.8366411287506,57.7976989739994
"ABCB6",1461.22834465531,0.0553871186980806,0.100052300808533,0.553581659297104,0.579865180799318,0.761009183666612,58.7910360986582,57.3228560355021,56.9507873305691,55.6831758974621,54.4775497949537
"ABCB7",860.672325219526,-1.24026060778609,0.145729692556721,-8.51069254334254,1.72897537756387e-17,1.23535609726086e-15,16.5327519695621,20.1723381076499,46.417079684904,40.3985203512837,43.229697474105
"ABCB8",946.841978499821,0.149969664240593,0.144600368582278,1.037131963846,0.299674360445665,0.520387632270533,43.5409976439759,34.6934730913541,34.1954782325151,38.658421104488,32.4561521788344
"ABCB9",988.947191823466,-0.306807242680402,0.134481734690144,-2.28140455941699,0.0225245184943309,0.0910446481395552,34.6688958327239,32.4575622901407,39.8217909215944,37.9529754638952,46.7531210926841
"ABCC1",1777.48749533877,0.252534377958876,0.102428812921106,2.46546231238066,0.0136836569408517,0.063493086351716,81.2741535400239,71.6228569839215,65.6403147059248,66.8762467282019,59.1528619042221
"ABCC10",633.002095667294,0.0138614396818871,0.19350786996714,0.0716324337828786,0.942894427941052,0.972217093999819,30.3219222545201,19.1649497246857,24.4744601974948,22.9975278833268,25.7480956742318
"ABCC11",1212.1694838469,-0.0805037702638333,0.110204532096563,-0.73049418868994,0.465088163876777,0.670082371489312,46.3914721214867,44.5707933340767,48.4800610042331,46.3712934416365,49.1246562205739
"ABCC12",1997.56409917144,-0.158309957040299,0.145365726455689,-1.08904595945837,0.276133618910668,0.49498012062278,89.1485892841472,56.0943336172531,87.3328758515971,80.5148624463303,74.1274122831832
"ABCC2",868.187548175742,0.07069855838369,0.188902637728155,0.374259243989121,0.708211450919713,0.845652338687618,25.5830084356585,43.6862571929373,31.7574094005808,35.5074305765066,31.7108125672118
"ABCC3",1285.22812390245,0.0813191867174952,0.118824968967203,0.684361102084027,0.493747172133453,0.69449560467965,46.6765195692377,56.4137494459978,49.5115516638976,48.7227789102793,47.7694932903512
"ABCC4",1051.49822859943,0.286942570583245,0.123077614862193,2.33139528178644,0.019732526097008,0.0826994880476652,46.2133174666422,45.406188578486,37.8525814804166,40.0693123856737,34.285622134635
"ABCC5",1004.85284376648,-0.318320960059509,0.122996896735297,-2.58804058076824,0.00965236085709435,0.0485110099733232,34.5976339707861,33.415809776375,44.9167296344828,40.8217877356394,40.9936786392375
"ABCC6",939.383324097173,-0.106702258236001,0.125607313225078,-0.849490809860722,0.395608241831016,0.612281486988344,33.8493844204396,35.8237137161432,36.4460033081468,39.0816884888437,36.8604317020582
"ABCC8",942.899978756012,0.196674441144052,0.126555150167376,1.55406114159668,0.120169833058456,0.291642187630738,40.5836303735586,38.6001743813861,32.5700990112256,34.8960443546595,36.1150920904357
"ABCC9",1367.13443566613,0.183816873041943,0.103999825227947,1.76747290333472,0.077149063060239,0.217110913661939,56.1543472069608,58.1336808315465,49.1677214440094,51.7326803101421,49.8022376856853
"ABCD1",1736.62141262096,-0.0982507528575708,0.0926380685019009,-1.06058723423788,0.288877526561443,0.508688209058678,64.0287829510841,65.3328222024862,69.5474762955632,70.5915937686576,67.0805650460251
"ABCD2",1425.28173083495,0.042730705822906,0.105468165493941,0.40515264129972,0.685365313978826,0.831238870940934,57.0807514121518,55.4309315113985,53.2624267899504,52.2029774038707,58.2720059995773
"ABCD3",795.279540436684,0.326536761086412,0.139146161336801,2.34671770999156,0.0189395979016317,0.0803521985471723,33.5287060417196,36.7819612023775,28.8817384706069,28.8762415549339,26.0868864067875
"ABCD4",1078.1919594924,0.0632384706806001,0.116691100870091,0.541930534625788,0.587866360801006,0.76703883720956,43.6478904368826,42.3348825328633,42.5099180952656,41.0569362825037,39.4352412694814
"ABCE1",1397.62859788491,-0.655210088332503,0.122019364919176,-5.36972216472773,7.88580364099417e-08,1.60898646892065e-06,44.8237111588558,36.0202773030631,65.108940729734,66.3589199251005,58.5430385856219
"ABCF1",1514.65531457331,-0.65273448530097,0.105912593528946,-6.16295440940723,7.14000694860218e-10,2.00075187475809e-08,46.890305155051,40.6886624924096,67.1719220490631,68.5693162656247,70.1974397855373
"ABCF2",1118.31606019837,0.108326068924161,0.115445796791056,0.93832839250284,0.348075672959006,0.56781757920577,47.0684598098954,43.7353980896673,41.8847722409235,43.2203029136551,40.8581623462153
"ABCF3",1727.1698152427,0.142138760500651,0.108013307558507,1.31593748690326,0.188195025360274,0.390402857944182,73.1146703481495,68.7972554219485,61.9519541653062,58.8811961348163,72.026909741338
"ABCG1",1168.36550996926,-0.0374197225495241,0.113762978343776,-0.328927064799999,0.742210816792625,0.865759274573013,46.4983649143933,42.777150603433,44.8229577563315,45.1955507073151,47.159669971751
"ABCG2",1975.35651708798,-0.0315798352399994,0.103295631005107,-0.305722855194506,0.759815670051763,0.876619842651034,82.7350217097481,68.7972554219485,78.0807172073334,80.8440704119403,72.4334586204048
"ABCG4",2533.81596977491,0.153843318233662,0.0835172446291283,1.84205452319252,0.065467174947442,0.194483109620638,99.8378685748123,109.584199707818,96.8663501303148,94.5767455488144,90.2538511528337
"ABCG5",986.084772491005,0.0952333303673453,0.128978973815004,0.738363219604615,0.460293758860636,0.666092543765092,41.1893562000296,38.5510334846562,39.5092179944233,38.2821834295052,33.6080406695237
"ABCG8",2177.09309195999,-0.0395380936265027,0.0939991906942687,-0.420621638702188,0.674031390176118,0.823245181191701,89.9324697654626,76.3895239667279,83.6757726036956,86.6757543741745,85.3075064575208
"ABHD1",944.241421913529,0.0868772403133568,0.129381224042075,0.671482596926923,0.501913142388649,0.701143075973697,40.1916901329009,35.7500023710483,35.0081678431599,34.3316878421852,37.741287606703
"ABHD10",1260.25255937867,0.0761924512992605,0.109241182889422,0.69747003175886,0.485508687713056,0.688084187353991,49.954565218375,51.0328212540668,50.0741829328055,46.1831746041451,47.0241536787287
"ABHD11",1548.99552038761,-0.30795953826467,0.112866657542878,-2.72852536762397,0.00636181968360038,0.0351219963846536,58.3278339960627,47.0032677222098,65.1401980224511,64.2896127126948,65.4543695297578
"ABHD12",1451.51422654562,0.242058326027602,0.118367257271708,2.04497706212763,0.040857119561334,0.140625923255749,55.4417285875831,68.5761213866637,52.2934507157201,50.133670191465,54.8840986740205
"ABHD12B",964.350783544051,-0.295598406943368,0.124701625129071,-2.37044550652338,0.0177666627423879,0.0768894083094079,34.1344318681906,31.7941601842862,42.0098014117919,38.8465399419794,40.1128227345928
"ABHD13",2745.05447270908,0.0181705282759308,0.108805812386455,0.166999610382882,0.867370355489426,0.935123152732406,91.5358616590624,122.925953170003,107.775145288585,99.9851621266929,109.768197348041
"ABHD14A",2502.21071163688,-0.0381892315312123,0.0837303731772293,-0.456097710807743,0.648319716255476,0.807345466966029,99.1965118173724,92.1637518170461,103.305352430039,95.3292208987801,94.9969214086133
"ABHD14B",3022.35284961378,0.00140982882007024,0.0750257573677968,0.018791264087597,0.985007622842125,0.993958704714598,114.624704926899,120.14949250476,117.308619567303,121.430709600715,112.275248768953
"ABHD15",1208.52305068421,-0.36426323387919,0.156995631040368,-2.32021255282911,0.020329381871934,0.0844716354476951,31.4977429764932,48.3300719339189,48.6363474678186,51.0272346695493,54.6808242344871
"ABHD16A",1536.71508915782,-0.185254295982432,0.0970767517811406,-1.90832812783113,0.0563488197319251,0.175836450186296,55.3348357946765,54.865811199004,61.8269249944378,62.7846620127634,63.0150762553569
"ABHD16B",845.89603877062,-0.0482563365313988,0.133990064945707,-0.360148616622824,0.718735997874626,0.851297076095834,33.421813248813,30.9096240431469,31.3510645952584,34.6608958077952,33.6080406695237
"ABHD17A",1211.69326288341,-0.766382545585331,0.116215465608136,-6.59449705402791,4.26699886188579e-11,1.43440796810233e-09,30.96327901196,35.1357411619237,55.481694572865,54.9307005474964,58.2720059995773
"ABHD17B",2631.71520241154,0.29702534254616,0.0761072775290019,3.90271932185426,9.51179819265921e-05,0.00103996018297267,115.836156579841,114.08059175861,91.6151249538408,95.0940723519158,93.5062421853683
"ABHD17C",1479.35327643581,0.0900906478049609,0.109177189175622,0.825178304050689,0.409270369027423,0.624238058722174,55.0854192778943,63.9323066456822,53.7938007661413,57.329215725512,56.5780523367989
"ABHD18",1024.66363324303,0.106117813062119,0.158728954378936,0.66854729483559,0.503784302859145,0.702489950760595,49.8120414944995,33.3420984312801,36.6960616498837,39.5519855825723,39.231966829948
"ABHD2",636.445692165849,0.0235087799358935,0.152832755560877,0.15382029755087,0.877751429174018,0.940270831450646,23.4807835084944,26.3886615439903,25.1933779299883,24.0321814895297,24.2574164509868
"ABHD3",1167.09492366621,0.0632510173071872,0.118276706754137,0.534771545835036,0.592807841140597,0.770358489979412,49.954565218375,43.0719959838128,43.5726660476472,44.6311941948408,44.9914092833946
"ABHD4",1139.42874249105,-0.0333194507040875,0.121181067514173,-0.274955910090414,0.783350111812641,0.891030265818491,46.0351628117978,41.1309305629792,42.1973451680945,43.6435702980108,47.8372514368623
"ABHD5",851.823203520996,0.0855482059187925,0.131298138832648,0.651556881760767,0.514687071144315,0.711645655424691,34.5976339707861,33.8580778469447,32.2887833767716,30.6163408017296,33.7435569625459
"ABHD6",1514.72550566824,-0.0600517182449793,0.104277410715125,-0.575884247922442,0.564693423439393,0.749274224495098,55.2635739327387,59.4604850432555,62.5458427269312,60.3391171253749,55.9682290181987
"ABHD8",1152.29895145371,0.184147103352226,0.113586270392727,1.62120917180865,0.104972786411095,0.267868748455196,49.3132084609351,47.1506904123997,43.2913504131933,43.2203029136551,40.3838553206373
"ABI1",1766.94054183435,-0.187214785280855,0.090772693180342,-2.06245709719009,0.0391642381284044,0.136416107731659,63.4230571246131,63.1951931947327,71.4854284440238,72.5198118529447,71.8236353018046
"ABI2",660.992958553257,0.250404223223213,0.154933227090796,1.61620736832951,0.106049486238702,0.269621350057772,28.7541612918892,27.9857406877141,25.2871498081396,21.1633692177854,24.9349979160982
"ABI3",2058.87863321008,-0.203427022200608,0.100312424451995,-2.02793445888609,0.0425669376491061,0.145033189107802,79.1006667509219,67.4213103135096,78.4870620126558,88.1807050741059,85.8495716296099
"ABI3BP",825.612288292629,-0.276613494407198,0.146242967915728,-1.89146526735285,0.0585622632011347,0.180219501329239,30.6782315642089,26.1675275087054,33.0077011092651,32.0742617922881,38.0800783392587
"ABL1",1853.21416536411,-0.345331133585777,0.0933431489301916,-3.69958735636869,0.000215950300446402,0.00212796217177795,59.7530712348181,63.9814475424122,81.0814173081757,75.3886241246889,78.9382406854739
"ABL2",891.397027786687,-0.0186281818717065,0.126044446418092,-0.147790580236407,0.882508043582688,0.942682365967429,34.4194793159417,34.2512050207844,35.2582261848968,34.2846581328124,34.5566547206796
"ABLIM1",976.403460470345,-0.111380398263448,0.131605796827353,-0.846318330563834,0.397375184670978,0.613782362857701,32.8517183533108,39.3618582807006,38.9153294327983,38.1881240107595,39.9095482950594
"ABLIM2",732.444010902718,-0.207965364166029,0.190352107893052,-1.09252987249751,0.27460026765514,0.493236083729729,32.495409043622,19.6072177952553,29.5381416176662,29.2995089392896,31.0332311021005
"ABLIM3",2966.05139224763,0.0932549518490054,0.0726329374236408,1.28392097520556,0.199169607281621,0.404691880177079,121.145165294205,118.085574842102,113.276428806796,108.967836616908,113.427137259642
"ABO",1172.86911221983,0.0305990698089475,0.116200841936043,0.263329157509798,0.79229688805308,0.89589141808992,48.6718517034952,43.5879753994774,44.072782731121,47.0297093728565,43.9750370857275
"ABR",1054.37106224861,0.0524999265999408,0.120588929189317,0.435362739787822,0.663299151422703,0.81675430645455,42.7571171626605,40.9343669760594,42.3848889243972,37.9059457545223,40.3838553206373
"ABRA",1446.72826254006,-0.0641903818619458,0.102049756932186,-0.629010629634342,0.529342097249461,0.722400510594181,55.9049306901786,53.51443653893,58.7949676008784,57.3762454348849,54.8163405275094
"ABRACL",1361.58246137314,0.233219133801882,0.129830374631572,1.79633721664674,0.0724409023232573,0.20867124000082,64.2781994678663,51.9910687403011,49.1677214440094,54.7425817100049,43.7717626461941
"ABRAXAS1",1446.97110517278,-0.247626454487606,0.109151066383238,-2.26865813310673,0.023289123466383,0.0932865737855965,53.4107655223568,47.6912402764293,59.8889728459771,63.3490185252377,56.103745311221
"ABRAXAS2",2555.2760203202,0.312307583181868,0.0819118268338961,3.81272882382634,0.000137440884028581,0.00143696967464655,117.653334059254,106.97973218113,91.0212363922158,87.6633782710045,92.0155629621233
"ABT1",898.340625581064,-1.19551997338051,0.136676537093417,-8.74707538546563,2.18953432763403e-18,1.68908180023816e-16,19.8820594806371,19.3615133116055,41.6972284846208,43.6435702980108,49.4634469531296
"ABTB1",731.152799473912,0.186154685370884,0.147851912739198,1.25906173225673,0.208008035234569,0.415308268328208,31.4977429764932,29.7302425216278,25.5684654425936,29.7227763236453,25.2060305021427
"ABTB2",2241.73662422338,-0.0343224601800393,0.0841288196448644,-0.407975059259428,0.683291985579759,0.829867823921525,82.7350217097481,88.6747481492187,86.7702445826892,87.1930811772759,89.1019626621444
"ACAA1",596.351188974448,-0.0771830542343232,0.154816113107215,-0.498546647924635,0.618098798750104,0.787229299493406,23.1601051297744,21.6957059062788,24.3181737339093,23.3737655583097,23.0377698137864
"ACAA2",856.845748511944,0.107726427561528,0.137947018780911,0.780926101292702,0.434845959548351,0.645402599627067,37.5550012412035,32.064435116301,33.9141625980612,31.3217864423224,31.2365055416339
"ACACA",1473.63359850399,-0.7562928342307,0.136905963989051,-5.52417741488007,3.31032834083077e-08,7.21823059273718e-07,33.3505513868752,47.3963948960496,68.5159856358987,64.5717909689319,71.6881190087823
"ACACB",870.347791894663,-0.27764519052631,0.171352083619209,-1.62031989726669,0.105163576892831,0.268143579059243,34.6688958327239,25.454984506121,40.6657378249563,38.2351537201323,29.6780681718778
"ACAD10",622.08661924834,-0.198938262286598,0.182027734279302,-1.09290083225092,0.27443734284561,0.493079479613938,25.6542702975963,18.8455338959409,27.8189905182253,26.2425778300539,22.0213976161193
"ACAD11",802.970684396033,0.229184904104506,0.147901700947478,1.54957585096261,0.121243352877003,0.293344376078646,37.1986919315146,31.2781807686216,29.5693989103833,31.3217864423224,26.2901608463209
"ACAD8",2308.45907999983,-0.0181690004085275,0.0980185504778395,-0.185362875904141,0.852944424534011,0.927632155260169,94.3150742746353,83.8343698213173,98.4917293516043,88.5569427490887,82.2583898645196
"ACAD9",1811.60872589275,0.00533217946938289,0.110482128409815,0.04826282355463,0.961506782514257,0.982224799548336,78.5305718554198,62.4580797437833,68.1096408305763,68.804464812489,73.2465563785385
"ACADL",854.787630027826,-0.0393285547388172,0.147940692068249,-0.265840007836883,0.790362429685562,0.894801363854384,33.6712297655952,31.7450192875563,35.8208574538047,36.2599059264723,28.1873889486328
"ACADM",1278.32840856796,0.158441841264384,0.148845784267597,1.06446979364585,0.287115931146355,0.506586569170111,62.4610219884532,43.5879753994774,49.2927506148778,50.6039672851936,41.8745345438823
"ACADS",1729.50757138868,0.0663451544909117,0.118313241702141,0.560758487692685,0.574962189540177,0.75693451700207,76.8915490308511,61.3278391189941,68.2971845868789,69.792088709319,58.9495874646887
"ACADSB",1071.98509013779,0.433639948280172,0.138862199108561,3.12280772639326,0.0017913473155665,0.0125536945607362,53.339503660419,45.1113431981063,33.8516480126269,33.7673313297109,41.73901825086
"ACADVL",743.423792968243,0.470318906045468,0.193013514406422,2.43671489787567,0.0148213598422236,0.0671940975474073,27.0795075363517,41.9908962557536,22.4114788781658,23.3267358489368,29.2715192928109
"ACAN",910.577772484969,0.160139551947341,0.173710758428354,0.921874692138825,0.356593941386867,0.575789396753577,29.0748396706091,46.2415838228954,33.1639875728506,34.3787175515581,33.6080406695237
"ACAP1",1137.56354597183,0.0404490373832188,0.115589830253868,0.349935952794301,0.726386764378843,0.855745127687243,46.6408886382688,43.2439891223677,45.4481036106737,42.608916691808,42.5521160089937
"ACAP2",1655.03540001644,0.239094960543408,0.119768573090617,1.99630799944914,0.0459004078588307,0.152473768634507,79.5282379225485,61.9666707764837,60.5141187003193,55.4009976412249,63.4216251344237
"ACAP3",1988.62179635105,-0.156050203297842,0.0965298549911463,-1.61660041147016,0.105964563042954,0.269476206225468,70.5492433183898,73.6867746465799,73.7359535196556,81.6435754712788,85.7818134830987
"ACAT1",1021.07993669152,-0.0532090526032193,0.124081245929305,-0.428824293346755,0.66805109821511,0.819634609982206,39.9779045470876,37.6419268951519,43.1038066568906,38.5643616857423,38.6221435113478
"ACAT2",584.28766132785,-1.71705398005461,0.192362918295717,-8.92611733730824,4.41222474501305e-19,3.71451772772555e-17,11.5087907029495,7.71512078660423,32.5075844257913,33.0148559797452,28.4584215346773
"ACBD3",1288.38496935108,-0.0747460531435172,0.114256411562281,-0.65419570001788,0.512985731541608,0.710104569619685,45.2512823304824,51.5979415664614,49.8241245910687,53.425749847565,49.5989632461519
"ACBD4",1797.12983858263,-0.176967287470178,0.111890422391508,-1.58161247127091,0.113738065231629,0.282130432626189,57.0451204811829,72.237118193046,74.7987014720372,73.9307031341304,70.2651979320485
"ACBD5",2180.25351539683,0.143486228103374,0.100699054934619,1.42490143722337,0.154185694149757,0.343432477690665,98.6620478528391,81.0087682593444,83.0818840420706,83.3836747180745,76.498947411073
"ACBD6",2109.31812609832,0.187737785510333,0.0874842599167458,2.14596072126567,0.0318761125888612,0.117386300505538,86.0843292208232,90.4683908798623,77.8306588655966,74.1658516809946,80.2934036156967
"ACBD7",2268.46789152894,0.181631330905402,0.0990266541660853,1.83416608826119,0.0666293436383965,0.196632244837078,85.2291868775699,104.227841964252,85.2698945322681,84.0420906492945,80.9032269342969
"ACCS",2108.21754872826,0.245040131849368,0.0839567002181994,2.91864891321979,0.00351551918923311,0.0220723080613232,89.825576972556,90.7140953635122,76.5178525714781,74.6831784840961,76.9054962901398
"ACCSL",1744.83252848442,0.0906646500735865,0.100848200603603,0.89902099919418,0.368641475550491,0.587151837713594,66.2379006711549,74.3501767524344,69.6412481737145,63.584167072102,64.3702391855796
"ACD",2547.54758479298,-0.369717951477863,0.0781092799397364,-4.7333422067533,2.2085266929498e-06,3.5023507252733e-05,84.1602589485034,84.0063629598722,105.212047285782,109.673282257501,110.649053252686
"ACE",979.976566502693,-0.32766957871579,0.130131009180385,-2.51799767618479,0.0118024099746703,0.0566426689030259,30.8563862190533,35.1357411619237,43.9790108529696,40.9158471543851,39.0286923904146
