name	length	AN_naive_hTSC	BT5_hTSC_1	BT5_hTSC_2	H9_naive_hTSC
AC073254.1	3725	48	66	42	44
AC073255.1	177	0	0	0	0
AC073257.1	523	0	0	0	0
AC073257.2	528	0	0	0	0
AC073261.1	121	0	0	0	0
AC073263.1	1264	12	9	15	4
AC073263.2	1863	7	4	0	3
AC073263.3	858	0	0	0	0
AC073264.1	416	0	0	1	0
AC073264.2	166	0	0	0	0
AC073264.3	2577	0	0	0	0
AC073264.4	623	0	0	0	0
AC073283.1	860	22	30	10	20
AC073283.2	677	8	6	16	3
AC073284.1	404	16	0	0	7
AC073288.1	469	0	1	0	0
AC073288.2	664	0	0	0	0
AC073308.1	305	0	1	0	0
AC073310.1	1033	3	6	3	3
AC073311.1	505	0	0	0	0
AC073314.1	2216	1	1	0	0
AC073316.1	1725	15	6	0	2
AC073316.2	418	0	0	0	0
AC073316.3	982	3	0	0	4
AC073320.1	1533	9	3	4	0
AC073321.1	654	2	0	0	0
AC073323.1	451	0	0	0	0
AC073324.1	1435	0	3	0	2
AC073324.2	2941	0	0	0	2
AC073325.1	542	0	0	0	0
AC073325.2	159	0	1	1	0
AC073326.1	557	4	5	5	1
AC073333.1	648	33	17	10	37
AC073333.2	769	1	0	0	0
AC073335.1	363	4	2	3	0
AC073335.2	3441	128	34	32	47
AC073336.1	664	0	0	0	0
AC073342.1	930	2	4	2	1
AC073342.2	1800	0	0	1	0
AC073342.3	193	0	0	0	0
AC073343.1	651	19	21	11	9
AC073343.2	1374	30	13	5	22
AC073346.1	1084	4	0	6	7
AC073346.2	2058	0	0	0	0
AC073347.1	2643	0	0	0	0
AC073348.1	331	0	0	0	1
AC073349.1	1062	0	0	0	0
AC073349.2	1603	0	0	0	10
AC073349.3	186	0	0	0	0
AC073352.1	504	11	11	14	24
AC073352.2	439	0	0	0	0
AC073358.1	684	0	0	2	0
AC073359.1	521	0	0	0	0
AC073359.2	351	0	0	0	0
AC073365.1	2535	3	0	3	1
AC073367.1	697	6	6	3	4
AC073370.1	525	2	0	1	8
AC073387.1	709	0	2	0	0
AC073387.2	784	0	0	0	0
AC073389.1	795	207	136	131	145
AC073389.2	805	0	0	0	0
AC073389.3	935	35	15	14	25
AC073409.1	269	0	0	0	0
AC073410.1	589	11	9	15	23
AC073410.2	332	1	1	1	0
AC073413.1	732	2	1	0	0
AC073413.2	360	0	0	0	0
AC073415.1	153	22	8	4	17
AC073429.1	503	0	0	0	0
AC073429.2	1444	0	0	0	0
AC073439.1	1774	7	2	2	12
AC073464.1	534	0	0	0	0
AC073464.2	343	0	0	0	0
AC073464.3	712	0	0	0	0
AC073465.1	464	4	2	5	1
AC073465.2	498	1	1	2	0
AC073465.3	405	0	0	0	0
AC073472.1	803	6	3	1	1
AC073475.1	592	0	1	0	2
AC073476.1	407	3	3	2	4
AC073476.2	497	0	0	0	0
AC073476.3	2507	41	25	26	48
AC073476.4	72	1	0	0	6
AC073486.1	955	2	0	0	0
AC073487.1	529	16	7	1	7
AC073488.10	778	11	4	0	10
AC073488.1	1600	121	2	1	58
AC073488.11	754	5	0	1	5
AC073488.2	751	16	0	0	7
AC073488.3	778	11	0	0	4
AC073488.4	757	8	0	0	8
AC073488.5	754	2	0	1	11
AC073488.6	754	8	0	0	9
AC073488.7	778	17	0	1	11
AC073488.8	757	4	0	0	13
AC073488.9	754	8	2	2	13
AC073508.1	656	0	0	0	0
AC073508.2	2502	0	0	0	0
AC073508.3	1419	31	25	14	12
AC073517.1	541	5	12	9	3
AC073521.1	625	0	0	0	0
AC073522.1	377	0	0	0	0
AC073525.1	3188	0	0	0	0
AC073529.1	3080	18	9	9	25
AC073530.1	1093	0	1	0	0
AC073530.2	261	3	0	0	1
AC073534.1	1056	9	6	8	4
AC073534.2	381	1	2	4	5
AC073539.1	2094	0	0	0	0
AC073539.2	165	0	0	0	0
AC073539.3	386	0	0	0	0
AC073539.7	28	0	0	0	1
AC073544.1	1595	3	0	0	0
AC073544.2	540	1	1	0	1
AC073548.1	1882	18	17	8	27
AC073551.1	834	2	2	0	3
AC073569.1	667	23	21	9	23
AC073569.2	354	0	0	0	2
AC073569.3	682	11	12	2	5
AC073571.1	475	0	0	0	0
AC073573.1	481	0	3	0	0
AC073575.1	596	7	3	1	11
AC073575.2	627	26	8	12	11
AC073578.1	493	0	0	0	0
AC073578.2	464	0	0	0	0
AC073578.3	4191	0	0	0	0
AC073578.4	514	0	0	0	0
AC073581.1	575	0	0	0	0
AC073583.1	400	1	0	0	2
AC073585.1	1328	1	85	40	4
AC073587.1	876	0	0	0	0
AC073591.1	597	0	0	0	0
AC073592.10	597	1	0	3	9
AC073592.1	1282	12	2	2	24
AC073592.2	780	0	0	1	11
AC073592.3	1834	3	4	1	2
AC073592.4	446	0	2	1	0
AC073592.5	528	0	2	0	9
AC073592.6	415	1	2	1	0
AC073592.7	507	2	0	0	0
AC073592.8	511	0	0	0	0
AC073592.9	371	0	0	0	0
AC073593.1	411	0	0	1	0
AC073594.1	364	0	0	0	0
AC073610.1	396	4	2	1	1
AC073610.2	406	0	0	0	0
AC073610.3	939	3	0	0	2
AC073611.1	647	9	28	35	26
AC073612.1	771	0	0	0	0
AC073614.1	650	1	0	0	0
AC073621.1	636	299	246	218	1873
AC073621.2	1024	1	0	0	0
AC073626.1	582	0	0	0	0
AC073626.2	316	0	0	0	1
AC073636.1	646	0	0	0	0
AC073641.1	429	2	3	2	1
AC073648.1	930	0	0	0	0
AC073648.2	352	0	0	0	0
AC073648.3	925	0	2	2	0
AC073648.4	781	2	1	0	1
AC073648.5	305	0	0	0	0
AC073648.6	218	0	0	0	0
AC073651.1	465	29	12	9	15
AC073651.2	660	0	0	0	0
AC073651.3	417	0	0	0	1
AC073655.1	493	2	1	0	7
AC073655.2	1116	24	13	11	31
AC073657.1	510	0	0	0	0
AC073657.2	303	6	4	1	5
AC073834.1	590	0	0	0	0
AC073842.1	342	4	3	2	3
AC073842.2	572	9	27	8	17
AC073848.1	457	0	0	0	0
AC073850.1	255	0	0	0	0
AC073857.1	1054	105	137	101	121
AC073861.1	459	470	371	329	414
AC073862.1	409	0	0	0	0
AC073862.2	701	0	0	0	0
AC073862.3	1648	0	0	0	0
AC073862.4	854	0	0	0	0
AC073862.5	2027	0	0	0	0
AC073863.1	570	3	9	10	1
AC073864.1	562	0	0	0	0
AC073869.10	354	0	0	0	0
AC073869.1	3914	418	305	258	254
AC073869.2	1026	0	0	0	0
AC073869.3	580	1	0	0	0
AC073869.4	800	0	0	0	0
AC073869.5	465	0	0	0	0
AC073869.6	341	0	0	0	0
AC073869.7	297	0	0	0	0
AC073869.8	335	0	0	0	0
AC073869.9	120	0	0	0	0
AC073873.1	276	0	0	0	0
AC073878.1	631	4	0	0	4
AC073878.2	385	0	0	0	0
AC073896.1	1053	0	0	0	0
AC073896.2	576	17	27	11	17
AC073896.3	437	19	28	19	14
AC073896.4	403	155	94	61	146
AC073896.5	542	0	2	1	1
AC073900.1	776	0	0	0	0
AC073901.1	408	0	0	0	0
AC073909.1	999	3	5	5	0
AC073910.1	438	3	20	23	2
AC073911.1	1301	0	0	2	0
AC073911.2	468	0	0	0	0
AC073911.3	631	1	1	0	0
AC073912.1	587	1	4	2	2
AC073912.2	317	0	2	0	1
AC073912.3	853	3	0	0	0
AC073913.1	912	0	0	0	0
AC073913.2	145	0	0	0	0
AC073916.1	130	3	1	1	5
AC073934.1	495	3	2	3	2
AC073941.1	539	0	0	0	0
AC073941.2	433	0	0	1	0
AC073957.1	535	0	0	0	0
AC073957.2	1562	0	0	0	0
AC073957.3	6758	17	8	2	54
AC073964.1	308	2	1	1	0
AC073968.1	637	0	0	0	0
AC073987.1	638	0	0	0	0
AC074011.1	581	21	12	4	40
AC074019.1	1096	1	0	0	1
AC074029.1	1044	0	0	0	0
AC074029.2	634	0	0	0	0
AC074029.3	312	1	5	1	3
AC074029.4	1859	0	0	0	0
AC074031.1	734	0	0	0	0
AC074032.1	1117	152	138	104	205
AC074033.1	410	10	13	6	7
AC074033.2	535	1	0	0	0
AC074035.1	1184	0	0	0	0
AC074043.1	1776	6	10	4	5
AC074044.1	707	5	8	13	9
AC074050.1	211	0	0	0	0
AC074050.2	538	0	0	0	0
AC074050.3	441	0	0	0	0
AC074050.4	533	10	0	3	5
AC074051.1	781	4	0	2	3
AC074051.2	352	0	0	0	0
AC074051.3	358	0	0	0	0
AC074051.4	892	6	6	3	5
AC074052.1	456	1	2	0	1
AC074052.2	214	0	0	0	0
AC074085.1	418	0	0	0	0
AC074085.2	428	3	2	0	2
AC074087.1	724	0	0	0	0
AC074091.1	1741	0	0	0	0
AC074099.1	679	0	0	0	0
AC074101.1	241	0	0	0	0
AC074117.1	3412	84	63	26	106
AC074117.2	397	2	0	0	0
AC074121.1	348	1	0	0	0
AC074124.1	375	0	0	0	1
AC074131.1	253	0	0	0	0
AC074133.1	183	0	0	0	0
AC074134.1	1108	1	1	0	0
AC074135.1	967	132	258	224	136
AC074135.2	630	0	0	0	0
AC074138.1	1303	7	12	5	12
AC074140.1	208	0	0	0	0
AC074141.1	2995	37	26	18	38
AC074143.1	2009	0	0	0	0
AC074183.1	782	0	0	0	0
AC074183.2	922	0	0	0	0
AC074194.1	622	0	0	0	0
AC074194.2	2348	1	2	0	0
AC074198.1	1397	0	0	0	0
AC074198.2	258	0	0	0	0
AC074212.1	2600	1	0	1	2
AC074237.1	471	0	1	1	0
AC074250.1	192	0	0	0	0
AC074254.1	404	0	0	0	0
AC074255.1	501	0	0	0	0
AC074257.1	585	0	0	0	0
AC074276.1	613	18	9	11	15
AC074276.2	348	2	0	0	1
AC074281.1	2081	2	13	13	0
AC074286.1	946	0	3	0	0
AC074290.1	135	1	2	0	5
AC074327.1	650	0	0	0	0
AC074338.1	156	0	0	0	0
AC074344.1	224	2	0	0	0
AC074344.2	565	1	0	0	0
AC074348.1	132	1	0	0	0
AC074351.1	481	4	12	7	4
AC074366.1	1086	5	3	4	6
AC074367.1	1125	0	0	0	3
AC074375.1	192	0	2	0	0
AC074386.1	2187	1	1	1	10
AC074387.1	823	0	0	0	0
AC074389.1	1423	0	0	0	0
AC074389.2	437	0	0	0	0
AC074389.3	454	0	0	0	0
AC074397.1	1010	0	0	0	0
AC076966.1	351	0	0	0	0
AC076968.1	429	0	0	0	0
AC078776.1	562	0	0	0	0
AC078776.2	285	0	0	0	0
AC078777.1	777	6	1	0	5
AC078778.1	735	70	75	51	57
AC078778.2	567	10	6	4	6
AC078785.1	2002	2	4	3	0
AC078785.2	1253	6	0	0	0
AC078785.3	425	0	0	0	0
AC078788.1	634	1	0	0	0
AC078788.2	382	0	0	0	0
AC078789.1	477	0	0	0	3
AC078795.1	3143	236	159	133	193
AC078795.2	1252	0	0	0	0
AC078795.3	472	0	0	0	0
AC078802.1	843	0	0	0	0
AC078809.1	140	0	0	0	1
AC078814.1	645	331	344	283	279
AC078814.2	535	0	0	0	0
AC078814.3	491	0	0	0	0
AC078814.4	327	1	5	1	0
AC078817.1	435	22	20	21	22
AC078819.1	765	2	6	5	5
AC078820.1	742	54	6	20	44
AC078828.1	458	0	0	0	0
AC078841.1	1183	0	0	0	0
AC078842.1	553	0	0	0	0
AC078842.2	1890	0	0	0	0
AC078845.1	1285	0	0	0	0
AC078846.1	7083	280	257	134	231
AC078850.1	1623	18	44	21	21
AC078850.2	597	0	0	1	4
AC078851.1	298	0	0	0	0
AC078852.1	441	2	1	0	3
AC078852.2	527	0	0	0	0
AC078857.1	667	0	0	0	0
AC078860.1	527	0	0	0	4
AC078864.1	512	0	0	0	0
AC078865.1	562	0	0	0	0
AC078867.1	1118	1	0	0	0
AC078875.1	724	13	31	27	14
AC078878.1	958	0	0	0	0
AC078878.2	286	0	0	0	0
AC078880.1	553	0	0	0	0
AC078880.2	843	0	0	0	0
AC078880.3	1121	0	0	0	0
AC078880.4	1749	0	0	0	0
AC078880.5	421	0	0	0	0
AC078881.1	2161	1488	1497	1130	1516
AC078882.1	416	0	0	0	0
AC078883.1	2447	39	26	6	14
AC078883.2	558	2	5	4	6
AC078883.3	1077	5	7	7	11
AC078883.4	367	0	0	0	0
AC078886.1	554	2	0	0	3
AC078889.1	523	0	0	0	0
AC078899.1	1185	19	24	15	25
AC078899.2	212	0	3	4	3
AC078899.3	212	0	0	0	0
AC078899.4	1113	3	0	3	5
AC078899.5	178	3	0	0	0
AC078905.1	509	0	7	11	0
AC078906.1	798	1	0	0	3
AC078909.1	464	0	0	0	1
AC078909.2	398	0	0	0	0
AC078918.1	228	7	0	0	0
AC078922.1	434	5	0	0	0
AC078923.1	1385	126	6	6	126
AC078925.1	568	0	0	0	0
AC078925.2	1973	0	0	0	0
AC078925.3	2500	0	0	0	4
AC078925.4	1717	0	0	0	0
AC078927.1	984	0	0	0	0
AC078929.1	502	0	0	0	0
AC078938.1	318	0	0	0	0
AC078942.1	589	0	0	0	0
AC078950.1	1224	0	0	0	0
AC078955.1	882	0	1	1	1
AC078960.1	177	1	1	0	1
AC078962.1	281	6	1	1	8
AC078962.2	712	2	3	0	1
AC078962.3	482	16	3	0	6
AC078962.4	254	0	0	3	3
AC078974.1	223	0	0	0	0
AC078980.1	262	10	21	7	12
AC078991.1	610	6	8	13	7
AC078993.1	1219	0	0	0	0
AC079015.1	596	0	0	0	0
AC079031.1	1035	0	0	0	0
AC079031.2	615	0	0	0	0
AC079035.1	848	22	9	9	25
AC079054.1	331	0	0	0	0
AC079061.1	3075	0	0	0	0
AC079062.1	6856	2083	2976	2247	2668
AC079064.1	362	0	0	0	0
AC079070.1	555	0	0	0	0
AC079075.1	878	2	2	0	0
AC079075.2	449	0	0	0	0
AC079080.1	822	0	0	0	0
AC079089.1	1967	0	0	0	5
AC079089.2	1277	0	0	0	0
AC079089.3	673	1	1	1	3
AC079097.1	1399	0	0	0	0
AC079098.1	726	0	0	0	0
AC079112.1	939	0	0	0	0
AC079117.1	1000	0	0	0	0
AC079140.1	487	0	2	3	2
AC079140.2	142	1	4	4	10
AC079140.3	550	31	27	23	19
AC079140.4	529	0	0	0	0
AC079140.5	310	7	87	79	36
AC079145.1	541	1	0	0	4
AC079148.1	819	1	0	0	3
AC079150.1	383	0	0	0	0
AC079150.2	78	3	3	3	5
AC079154.1	542	0	0	0	0
AC079160.1	3588	23	9	5	3
AC079163.1	407	0	0	0	0
AC079168.1	345	0	0	0	0
AC079168.2	416	0	0	0	0
AC079171.1	914	0	0	0	0
AC079174.1	312	0	4	3	12
AC079174.2	2028	3	2	3	3
AC079178.1	656	0	0	1	0
AC079178.2	1624	0	0	0	0
AC079193.1	588	1	0	1	0
AC079193.2	2292	16	7	1	7
AC079203.1	404	13	19	7	16
AC079203.2	387	1	0	0	0
AC079209.1	1136	1	0	0	0
AC079209.2	431	0	3	1	0
AC079210.1	384	0	0	0	0
AC079226.1	444	3	0	1	1
AC079226.2	518	11	2	1	17
AC079228.1	1049	1	0	7	1
AC079230.1	1143	0	0	0	0
AC079238.1	1009	0	0	1	0
AC079248.1	1546	0	1	2	0
AC079248.2	326	0	0	0	0
AC079250.1	531	60	26	36	49
AC079296.1	1486	0	1	0	0
AC079298.1	1619	0	0	0	0
AC079298.2	459	0	0	0	0
AC079298.3	1376	0	4	0	0
AC079305.1	499	1	0	3	6
AC079305.2	561	0	0	0	0
AC079305.3	218	0	5	1	3
AC079310.1	700	0	0	0	0
AC079313.1	546	4	10	9	16
AC079313.2	924	5	2	1	19
AC079315.1	623	18	2	1	66
AC079316.1	411	31	11	5	19
AC079316.2	1375	1	1	0	0
AC079322.1	1135	5	7	19	4
AC079325.1	857	0	0	0	0
AC079325.2	606	0	0	0	0
AC079328.1	952	1	4	1	5
AC079328.2	3354	9	20	13	6
AC079328.3	691	0	0	0	0
AC079329.1	500	0	0	0	0
AC079331.1	1200	20	13	20	18
AC079331.2	2546	13	6	1	33
AC079336.1	420	8	15	4	3
AC079336.2	927	14	27	13	20
AC079336.3	475	3	7	2	7
AC079336.4	408	11	17	2	11
AC079336.5	2480	0	0	1	0
AC079336.6	613	0	3	1	0
AC079336.7	1078	4	0	2	0
AC079340.1	552	0	0	0	0
AC079340.2	787	0	0	0	0
AC079341.1	2266	0	0	0	2
AC079349.1	589	0	0	0	0
AC079354.1	3093	8	0	0	0
AC079354.2	154	0	0	0	0
AC079354.3	311	17	24	36	10
AC079355.1	223	0	0	0	0
AC079355.2	190	0	1	5	5
AC079360.1	434	0	0	0	0
AC079362.1	718	1	0	0	0
AC079363.1	1125	0	0	0	0
AC079380.1	619	0	0	0	0
AC079382.1	557	0	0	0	0
AC079384.1	600	0	0	0	0
AC079385.1	890	1	1	4	6
AC079385.2	863	0	0	0	0
AC079385.3	809	0	0	0	0
AC079395.1	262	0	0	0	0
AC079395.2	737	0	0	0	0
AC079395.3	484	0	1	0	0
AC079411.1	795	0	0	0	0
AC079414.1	488	0	0	0	0
AC079414.2	1104	0	0	0	0
AC079414.3	1090	203	152	105	160
AC079416.1	1569	6	3	3	3
AC079416.2	1193	10	2	2	1
AC079416.3	549	0	0	1	0
AC079447.1	1993	25	37	14	25
AC079448.1	373	0	5	14	2
AC079456.1	480	0	0	0	0
AC079465.1	4194	0	0	0	2
AC079466.1	4453	50	0	0	12
AC079466.2	185	5	0	0	1
AC079467.1	837	0	0	0	1
AC079584.1	464	1	0	0	0
AC079584.2	515	0	0	0	0
AC079587.1	277	0	0	0	0
AC079594.1	331	1	0	0	2
AC079594.2	3360	0	0	0	0
AC079597.1	508	103	68	77	77
AC079598.1	554	0	0	0	0
AC079598.2	2406	5	3	5	2
AC079598.3	34	0	0	0	0
AC079598.4	265	0	1	0	0
AC079598.5	117	0	0	0	0
AC079600.1	297	1	1	1	0
AC079600.2	130	0	0	0	0
AC079600.3	447	0	1	1	0
AC079601.1	2791	1	2	1	0
AC079601.2	775	6	14	5	12
AC079602.1	271	0	0	0	0
AC079602.2	283	0	0	0	0
AC079602.3	403	0	0	0	0
AC079602.4	532	0	0	0	0
AC079610.1	1727	2	0	0	1
AC079610.2	690	0	1	0	1
AC079610.3	147	0	0	0	0
AC079612.1	3700	0	0	0	0
AC079612.2	348	0	0	0	0
AC079630.1	2280	0	0	0	0
AC079684.1	437	135	86	97	95
AC079741.1	212	11	0	0	6
AC079742.1	357	0	0	0	0
AC079753.1	3868	16	7	0	19
AC079760.1	202	6	3	1	7
AC079760.2	1162	12	9	4	4
AC079763.1	738	0	0	0	0
AC079766.1	427	0	2	2	4
AC079768.1	711	2	0	0	3
AC079776.1	1152	0	0	0	0
AC079776.2	2101	0	3	0	3
AC079776.3	370	0	0	2	1
AC079776.4	504	0	0	0	0
AC079776.5	211	0	0	0	0
AC079777.1	1953	0	0	0	0
AC079779.1	4775	0	0	0	4
AC079779.2	922	9	7	4	4
AC079779.3	3312	0	0	0	0
AC079779.4	548	0	0	0	0
AC079780.1	207	1	4	4	6
AC079781.1	394	2	0	0	1
AC079781.2	169	0	0	0	0
AC079781.3	356	0	0	0	0
AC079781.4	219	0	0	0	0
AC079781.5	4295	14	12	11	11
AC079789.1	885	0	0	0	0
AC079790.1	507	0	0	0	1
AC079791.1	973	0	0	0	0
AC079793.1	713	0	0	0	0
AC079795.1	358	14	8	4	28
AC079799.1	331	0	0	0	0
AC079801.1	388	1	0	0	1
AC079804.1	436	0	0	0	0
AC079804.2	200	0	0	0	1
AC079804.3	1000	1	0	1	0
AC079807.1	481	0	0	0	0
AC079807.2	856	17	21	24	28
AC079809.1	276	0	0	0	0
AC079834.1	421	3	5	4	4
AC079834.2	1949	1	1	0	0
AC079841.1	950	2	0	0	0
AC079848.1	645	0	0	0	0
AC079858.1	448	3	3	2	3
AC079866.1	1220	21	7	0	11
AC079866.2	515	8	1	0	2
AC079880.1	2046	9	28	15	9
AC079880.2	1213	1	10	3	10
AC079882.1	375	3	4	2	6
AC079896.1	488	0	0	0	0
AC079905.1	475	0	2	5	4
AC079905.2	247	0	0	0	0
AC079906.1	815	5	6	6	7
AC079907.1	374	20	12	12	7
AC079907.2	1316	1	0	0	0
AC079910.1	749	0	0	0	0
AC079915.1	2780	36	16	10	19
AC079917.1	977	0	0	3	0
AC079921.1	946	1	1	5	2
AC079921.2	455	4	2	0	1
AC079922.1	359	5	7	7	7
AC079922.2	2022	0	13	2	1
AC079942.1	384	0	0	0	0
AC079943.1	466	0	0	0	0
AC079943.2	835	0	0	0	0
AC079944.1	495	5	11	5	7
AC079944.2	734	5	3	0	1
AC079949.1	616	0	0	0	0
AC079949.2	2933	0	0	0	0
AC079950.1	1120	0	0	0	0
AC079953.1	736	2	0	1	1
AC079987.1	123	0	0	0	0
AC079988.1	544	0	0	0	0
AC080011.1	989	0	0	1	7
AC080013.1	4177	15	23	14	32
AC080013.2	323	0	0	0	1
AC080013.3	578	6	9	3	8
AC080013.4	649	50	68	37	51
AC080013.5	679	4	3	2	8
AC080013.6	215	4	4	3	7
AC080014.1	1201	1	0	0	0
AC080023.1	803	11	17	8	10
AC080023.2	208	5	7	9	2
AC080037.1	889	1	3	7	1
AC080038.1	1154	0	1	0	1
AC080038.2	423	3	7	3	8
AC080038.3	1952	1	0	0	0
AC080075.1	427	0	0	0	0
AC080078.1	410	1	0	0	0
AC080078.2	501	2	3	4	3
AC080078.3	463	3	4	0	1
AC080079.1	1045	0	0	0	0
AC080080.1	2420	23	18	10	27
AC080080.2	590	0	1	1	1
AC080100.1	5356	0	0	0	0
AC080112.1	487	12	11	8	4
AC080112.2	2094	13	13	12	28
AC080112.3	880	0	0	0	0
AC080112.4	2491	0	0	0	0
AC080125.1	684	11	1	0	6
AC080128.1	1917	0	1	0	0
AC080128.2	11863	1	0	6	0
AC080129.1	406	1	0	2	0
AC080129.2	430	2	3	0	8
AC080162.1	491	21	7	12	23
AC080188.1	567	8	3	2	11
AC080188.2	552	11	3	1	11
AC080188.3	748	27	63	64	13
AC082650.1	575	0	0	0	0
AC082651.1	832	10	3	4	0
AC082651.2	166	0	0	0	0
AC082651.3	1947	0	0	3	0
AC082651.4	1852	2	0	0	0
AC083760.1	670	0	0	0	0
AC083795.1	320	0	0	0	0
AC083795.2	610	0	0	0	0
AC083798.1	131	14	5	7	1
AC083798.2	2891	73	65	76	95
AC083799.1	910	80	135	157	141
AC083800.1	246	0	0	0	0
AC083801.1	358	0	0	0	0
AC083801.2	1180	7	4	2	2
AC083805.1	3843	0	0	0	0
AC083805.2	610	1	0	0	3
AC083805.3	1315	0	0	0	0
AC083806.1	316	0	0	0	0
AC083806.2	2685	0	2	7	5
AC083806.3	455	1	0	1	2
AC083809.1	472	14	27	19	1
AC083822.1	201	2	0	1	3
AC083829.1	657	0	0	0	1
AC083836.1	2125	0	1	0	0
AC083837.1	2994	0	0	0	0
AC083841.1	670	36	16	16	26
AC083841.2	602	0	0	0	1
AC083841.3	378	0	0	0	0
AC083841.4	352	0	0	0	0
AC083843.1	849	17	5	7	4
AC083843.2	6253	2236	1024	1133	2335
AC083843.3	2186	280	42	48	228
AC083849.1	514	0	0	0	0
AC083855.1	258	1	1	0	2
AC083862.1	1242	0	0	1	2
AC083862.2	1145	2	2	0	5
AC083863.1	231	1	0	0	0
AC083864.1	1497	51	6	6	154
AC083864.2	482	0	0	0	0
AC083864.3	1893	0	0	0	2
AC083865.1	831	0	0	0	0
AC083867.1	457	0	3	0	0
AC083873.1	1099	8	7	10	13
AC083875.1	405	1	2	0	0
AC083880.1	535	35	22	23	29
AC083899.1	3819	30	42	14	31
AC083899.2	1376	1	0	2	0
AC083899.3	594	0	0	0	0
AC083900.1	469	0	0	1	2
AC083902.1	359	0	0	0	0
AC083902.2	10086	1	6	0	0
AC083904.1	231	0	1	1	1
AC083906.1	406	5	5	0	1
AC083906.2	360	0	0	0	0
AC083906.3	466	7	2	10	5
AC083906.4	987	0	1	0	0
AC083906.5	328	0	0	0	0
AC083906.6	219	0	0	0	1
AC083923.1	376	0	0	0	2
AC083923.2	1403	5	16	18	7
AC083939.1	126	0	0	0	0
AC083949.1	947	0	1	1	0
AC083964.1	630	186	148	159	509
AC083964.2	2396	56	1	16	49
AC083967.1	515	1	0	0	0
AC083973.1	1762	0	7	0	3
AC083982.1	344	1	1	0	0
AC084017.1	860	0	0	2	0
AC084018.1	572	4	0	0	11
AC084018.2	2607	3	1	0	2
AC084024.1	621	9	10	4	3
AC084024.2	791	36	24	12	30
AC084024.3	562	1	0	0	1
AC084026.1	564	0	0	0	0
AC084026.2	642	12	2	8	7
AC084026.3	1426	1	0	0	0
AC084030.1	1408	0	0	0	0
AC084032.1	578	0	0	0	0
AC084033.1	633	1	4	2	6
AC084033.2	967	2	0	1	0
AC084033.3	1312	7	5	2	8
AC084035.1	607	3	4	0	5
AC084036.1	508	106	60	98	65
AC084048.1	640	0	0	0	0
AC084064.1	419	0	0	0	0
AC084082.1	1189	3	7	7	4
AC084083.1	722	10	4	3	8
AC084116.1	489	0	1	0	0
AC084116.2	415	0	0	0	0
AC084116.3	429	0	3	1	0
AC084116.4	484	0	0	0	0
AC084117.1	270	9	19	7	15
AC084121.1	835	0	0	0	0
AC084121.2	264	0	0	0	0
AC084121.3	218	0	0	0	0
AC084121.4	221	0	0	0	0
AC084125.1	429	0	0	0	0
AC084125.2	4894	6	2	0	6
AC084125.3	398	0	2	0	4
AC084125.4	338	1	0	0	0
AC084128.1	501	0	0	0	0
AC084149.1	284	2	3	0	1
AC084149.2	797	0	0	0	0
AC084198.1	402	0	1	1	0
AC084200.1	682	0	0	0	0
AC084211.1	328	1	1	1	0
AC084251.1	382	25	34	28	34
AC084262.1	751	0	0	0	0
AC084290.1	374	0	0	0	0
AC084291.1	548	0	0	0	0
AC084337.1	686	24	9	15	36
AC084337.2	884	0	0	0	0
AC084346.1	528	0	0	0	0
AC084346.2	949	0	1	0	0
AC084357.1	255	1	0	1	1
AC084357.2	275	3	9	3	5
AC084357.3	2911	0	0	0	2
AC084361.1	607	0	0	0	1
AC084364.1	1556	0	0	0	0
AC084364.2	395	0	0	0	0
AC084365.1	310	0	0	0	0
AC084368.1	65	0	0	0	0
AC084373.1	235	0	0	0	0
AC084398.1	459	0	0	0	0
AC084398.2	564	2	4	3	9
AC084706.1	690	0	0	0	0
AC084752.1	622	0	0	0	0
AC084754.1	464	11	2	0	1
AC084756.1	606	0	0	0	0
AC084757.1	490	6	11	4	3
AC084757.2	540	4	6	8	6
AC084757.3	1943	5	5	0	5
AC084757.4	526	13	2	6	18
AC084759.1	290	0	0	0	0
AC084759.2	1295	2	0	0	0
AC084759.3	3944	5	20	4	9
AC084768.1	923	0	0	0	0
AC084768.2	221	0	0	0	0
AC084781.1	656	0	3	3	0
AC084781.2	161	0	0	0	0
AC084782.1	2465	0	0	0	0
AC084782.2	839	0	4	0	2
AC084782.3	578	1	2	1	1
AC084783.1	910	5	22	6	3
AC084809.1	591	1	4	5	6
AC084809.2	512	2	3	3	1
AC084816.1	5441	0	2	0	0
AC084819.1	424	0	0	1	0
AC084824.1	1005	48	60	37	62
AC084824.2	345	4	5	0	3
AC084824.3	856	11	8	3	9
AC084824.4	731	8	12	5	15
AC084824.5	413	3	5	4	18
AC084838.1	312	0	0	0	0
AC084851.1	249	0	0	0	0
AC084851.2	364	0	0	0	0
AC084851.3	573	0	0	0	0
AC084855.1	572	0	0	0	0
AC084855.2	2393	0	0	0	1
AC084859.1	670	0	0	4	1
AC084864.1	305	0	0	4	0
AC084866.1	554	0	0	0	0
AC084866.2	449	0	0	0	0
AC084871.1	628	4	21	13	11
AC084871.2	464	0	0	0	0
AC084876.1	641	2	0	0	0
AC084876.2	1709	0	12	15	0
AC084878.1	648	0	0	0	0
AC084879.1	3173	2	1	1	3
AC084879.2	369	0	3	0	0
AC084880.1	545	48	19	18	80
AC084880.2	501	0	0	0	0
AC084880.3	541	17	5	7	36
