"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AN_naive_TSC","H9_naive_TSC","AN_naive","H9_naive","AN_naive_TSC","H9_naive_TSC"
"AC008026.2",97.6026238176984,-6.09431455077998,1.01909408053163,-5.98012947695737,2.2296032702172e-09,2.29188352156527e-08,0.163786964261029,0.0955782262860385,14.8212333714891,4.24246454434254,0.163786964261029,0.0955782262860385
"AC008124.1",100.710550043947,1.42988385663334,0.480296659882487,2.97708473963401,0.00291003565273747,0.00805418052944875,7.53420035600735,6.11700648230646,2.47020556191484,2.95985898442502,7.53420035600735,6.11700648230646
"AC008481.1",73.9601143022422,-5.0332960182481,0.914925076667657,-5.50132043224827,3.76957405127663e-08,3.17265623889925e-07,0.122840223195772,0.286734678858115,9.98822248948176,4.24246454434254,0.122840223195772,0.286734678858115
"AC008507.3",37.8443981312044,-7.31594462787392,1.75541366698045,-4.16764707116491,3.07759944861001e-05,0.000138310870602727,0.0409467410652573,0,5.58481257476399,1.87457735680252,0.0409467410652573,0
"AC008555.5",17.4072844815264,-6.1881435931356,1.83343394830762,-3.3751658186801,0.00073771226785977,0.00236287710808662,0.0409467410652573,0,1.98690447371411,1.43059850913876,0.0409467410652573,0
"AC008567.1",29.7122636589441,-4.5942995647897,1.1732734250583,-3.9157961534511,9.01063592953407e-05,0.000361433390732273,0.122840223195772,0.0955782262860385,4.08120918925061,1.57859145836001,0.122840223195772,0.0955782262860385
"AC008677.2",105.918339848308,-3.66775715574839,0.731931171295152,-5.01106838947479,5.41286721822479e-07,3.62401214232775e-06,0.859881562370404,0.573469357716231,13.9083313159988,5.5744010873338,0.859881562370404,0.573469357716231
"AC008716.1",29.8189018420415,-8.40775358364262,1.84926120921195,-4.54654731400845,5.45331151383425e-06,2.94207873449301e-05,0,0,4.18860943107299,1.72658440758126,0,0
"AC008735.6",178.124108260629,-10.9870163031979,2.96903108299469,-3.70053933289101,0.000215141727902547,0.000789450333776625,0,0,32.0589721839818,3.15718291672003,0,0
"AC008753.2",234.686467200416,-4.9350427691489,0.548418828897491,-8.99867493439279,2.28458264328862e-19,9.00920198896859e-18,0.941775044500918,0.430102018287173,26.6889600928625,18.4991186526564,0.941775044500918,0.430102018287173
"AC008753.3",614.109470657019,-4.81798154154727,0.344859437774291,-13.9708559888699,2.34787681171894e-44,5.4032705313275e-42,2.12923053539338,1.76819718629171,66.5881499298784,51.3535533797742,2.12923053539338,1.76819718629171
"AC008799.1",131.700581654532,-6.78569108831319,0.925719456527191,-7.33018091006697,2.2984225270771e-13,4.35373181142528e-12,0.122840223195772,0.0955782262860385,18.150640867983,7.74496434257881,0.122840223195772,0.0955782262860385
"AC008817.1",35.6374698254049,-7.19794208032994,1.73335231178561,-4.15261342508898,3.28699741520856e-05,0.000146947559133374,0,0.0477891131430192,4.99411124474088,2.02257030602377,0,0.0477891131430192
"AC008868.1",29.8085751944232,-3.22951944984958,1.02513184202005,-3.15034546530692,0.00163077503710843,0.00480323214845746,0.245680446391544,0.286734678858115,3.81270858469465,1.52926047528626,0.245680446391544,0.286734678858115
"AC008938.1",94.5364473541129,-10.0737109370034,1.59085048559896,-6.33228014083966,2.41564369179581e-10,2.89858444231904e-09,0,0,6.87361547663261,11.9874288869214,0,0
"AC009055.2",117.695532288095,-10.3897120676904,1.55233515726644,-6.69295674909922,2.18705796695673e-11,3.11378086726739e-10,0,0,9.50492140128103,13.9606682098714,0,0
"AC009220.1",36.7674768835248,-5.71666596949093,1.29434334105166,-4.4166534397636,1.00240751519584e-05,5.04936996955398e-05,0.122840223195772,0,4.51081015654015,2.66387308598252,0.122840223195772,0
"AC009245.1",55.9063715046032,-6.32473539746129,1.23311621768365,-5.12906675523417,2.91182081990749e-07,2.06140336189869e-06,0.122840223195772,0,7.46431680665572,3.50249979823628,0.122840223195772,0
"AC009275.1",96.1333194672226,5.71489309550631,0.784340308443163,7.28624174224809,3.18720870349484e-13,5.94239068913991e-12,7.69798732026837,9.74897908117593,0.107400241822384,0.246654915368752,7.69798732026837,9.74897908117593
"AC009452.1",68.4530925971428,-8.17195639053777,1.65271410106418,-4.94456747556996,7.63131065114882e-07,4.95023891165603e-06,0.0409467410652573,0,9.88082224765937,3.65049274745753,0.0409467410652573,0
"AC009480.2",86.9991793012804,-9.95277325261743,1.67215114515632,-5.95207752687155,2.64759895799662e-09,2.69728910036982e-08,0,0,12.565828293219,4.68644339200629,0,0
"AC009831.1",104.563985024587,-3.84304725130737,0.915800535890289,-4.19638021675908,2.7121479596276e-05,0.000123650530424299,0.982721785566176,0.286734678858115,4.51081015654015,15.0459498374939,0.982721785566176,0.286734678858115
"AC009831.2",87.0314116911227,-6.90062353719649,1.15370885750192,-5.98125210907899,2.21428844747707e-09,2.27917981119152e-08,0.0409467410652573,0.0955782262860385,12.6195284141302,4.48911945971129,0.0409467410652573,0.0955782262860385
"AC009927.2",24.8343934761757,-8.14380930630062,1.91542766468867,-4.25169243215682,2.12161100238533e-05,9.93715675752715e-05,0,0,3.54420798013869,1.38126752606501,0,0
"AC010168.1",36.8773504335572,-7.2535062942239,1.64814487800301,-4.40101255116157,1.07746891196064e-05,5.39224055615746e-05,0,0.0477891131430192,3.00720677102677,4.29179552741629,0,0.0477891131430192
"AC010325.1",36.630815879092,3.21243555257003,0.989702317886879,3.24586039106075,0.00117096247988598,0.00358448887777683,1.92449683006709,4.15765284344267,0.214800483644769,0.493309830737504,1.92449683006709,4.15765284344267
"AC010328.2",54.1306708444636,-3.28231615379237,0.844490136081166,-3.88674303411508,0.000101598203736577,0.000402193248630109,0.409467410652573,0.525680244573212,6.87361547663261,2.86119701827752,0.409467410652573,0.525680244573212
"AC010469.1",115.174170401773,-5.7433277234982,0.857905133148096,-6.69459535977244,2.1626921947252e-11,3.0876436065248e-10,0.245680446391544,0.143367339429058,16.1637363942689,6.2650348503663,0.245680446391544,0.143367339429058
"AC010615.1",54.4780639595499,-2.0765152628049,0.701481093617571,-2.96018706947069,0.00307452290255559,0.00844877359374525,0.737041339174632,1.19472782857548,5.04781136565207,3.69982373053128,0.737041339174632,1.19472782857548
"AC010677.1",52.5743835360909,-4.01507434531376,0.77784725130961,-5.16177737795415,2.44616093984117e-07,1.76084759717138e-06,0.327573928522059,0.238945565715096,5.79961305840876,4.04514061204753,0.327573928522059,0.238945565715096
"AC011195.2",24.4377356769932,-4.66043804310614,1.30523675312794,-3.57056911854313,0.000356206441767913,0.00123980747756647,0.122840223195772,0.0477891131430192,3.38310761740511,1.28260555991751,0.122840223195772,0.0477891131430192
"AC011447.3",710.131416860296,-1.92156909836903,0.389976100075825,-4.92740221258535,8.33301044768741e-07,5.36927238165032e-06,17.3614182116691,10.2746593257491,64.6549455770755,47.0617578523579,17.3614182116691,10.2746593257491
"AC011447.7",366.160627403005,-1.3483210682405,0.391858396303024,-3.44083750906243,0.000579916680048215,0.00190736674267565,11.6698212035983,7.55067987659704,29.7498669848005,22.5442592647039,11.6698212035983,7.55067987659704
"AC011453.1",8734.98365809129,1.10943939789651,0.250945737908116,4.42103303743989,9.82301520780583e-06,4.97409101770634e-05,574.359936922364,533.183135336666,314.467908055942,235.555444177158,574.359936922364,533.183135336666
"AC011453.2",626.390808642096,1.92683753202324,0.434667901647306,4.43289583776696,9.29757906377393e-06,4.73758663530503e-05,41.4381019580404,50.3219361395993,8.75311970852434,17.2658440758126,41.4381019580404,50.3219361395993
"AC011487.2",285.338531570681,5.05607255025592,0.702625318957175,7.19597260992539,6.20170787198371e-13,1.10200055109175e-11,18.9992878542794,32.0664949189659,0.322200725467153,1.33193654299126,18.9992878542794,32.0664949189659
"AC011495.1",168.90416866736,-4.517375856491,0.71234832477605,-6.34152660906613,2.27499453551786e-10,2.74691783423257e-09,0.45041415171783,0.860204036574346,22.7688512663455,9.32355580093883,0.45041415171783,0.860204036574346
"AC011506.1",30.3509072396957,-5.96981841792472,1.43745596610571,-4.15304437748996,3.28081083376811e-05,0.000146713521594752,0.0409467410652573,0.0477891131430192,4.29600967289538,1.62792244143376,0.0409467410652573,0.0477891131430192
"AC011753.1",44.8512290743045,-8.99676261564992,1.75146974688556,-5.13669312966887,2.79614981116473e-07,1.98790737197471e-06,0,0,6.28291414660949,2.61454210290877,0,0
"AC012146.1",78.0424138668495,-1.66905741164194,0.542745857013016,-3.07520986125539,0.00210354482909614,0.00601754317622139,1.59692290154504,1.86377541257775,5.26261184929684,6.5610207488088,1.59692290154504,1.86377541257775
"AC012158.1",141.937990831984,-4.78404955659062,0.710721507285403,-6.73125761293375,1.68202854474047e-11,2.43294541569919e-10,0.491360892783088,0.430102018287173,19.278343407118,7.89295729180007,0.491360892783088,0.430102018287173
"AC012354.2",45.0348478197368,-2.1798072108221,0.748807192319684,-2.91103936123985,0.00360228634308052,0.00970703479971312,0.696094598109374,0.812414923431327,4.56451027745134,2.76253505213002,0.696094598109374,0.812414923431327
"AC012355.1",29.4680797066698,-8.39073878305542,1.82792238495707,-4.59031458452897,4.42578459136219e-06,2.44154463736006e-05,0,0,3.97380894742823,1.87457735680252,0,0
"AC012358.3",55.5938076101259,-3.5304789790685,0.721230492059376,-4.89507725746273,9.82671159822427e-07,6.24044753430889e-06,0.532307633848345,0.286734678858115,5.20891172838565,4.98242929044879,0.532307633848345,0.286734678858115
"AC012498.1",32.372151361285,-8.52622972607215,1.88197988435326,-4.53045741719082,5.88561172558366e-06,3.14886353909696e-05,0,0,4.88671100291849,1.52926047528626,0,0
"AC012498.2",563.30876342784,-12.6481317036059,2.23815607750595,-5.65113927072511,1.59387882800363e-08,1.43133474950425e-07,0,0,89.5181015589575,22.0509494339664,0,0
"AC012617.1",59.4192420198597,-2.05499957844233,0.616253107177366,-3.33466810066869,0.000854012645891685,0.00270057854532483,0.941775044500918,1.19472782857548,4.40340991471776,5.13042223967004,0.941775044500918,1.19472782857548
"AC012618.1",86.4562590149281,-6.92299117315279,1.18848600471236,-5.82505064906366,5.70952814347652e-09,5.53332586073315e-08,0.0818934821305146,0.0477891131430192,13.0491293814197,3.94647864590003,0.0818934821305146,0.0477891131430192
"AC012618.3",26.1320810307949,-4.68611371139467,1.18384124944402,-3.95839705162787,7.54544506465964e-05,0.000308439070657442,0.0409467410652573,0.143367339429058,2.63130592464842,2.36788718754002,0.0409467410652573,0.143367339429058
"AC013248.2",89.935577999573,-2.05675810723974,0.684098997040503,-3.00652115576478,0.00264255664957494,0.00738813798364389,2.04733705326287,1.19472782857548,9.6660217640146,4.73577437508004,2.04733705326287,1.19472782857548
"AC013283.1",230.7137838291,-8.8895389897388,1.23991078904416,-7.16949886095568,7.52727952930238e-13,1.32039957977603e-11,0,0.0955782262860385,33.9921765367847,11.6421120054051,0,0.0955782262860385
"AC013290.1",27.0893556164911,-8.26914500120049,1.94262340974714,-4.25668967011822,2.0747602763575e-05,9.72954035923246e-05,0,0,4.1349093101618,1.23327457684376,0,0
"AC013410.1",58.3208922185075,-9.37566563979771,1.74940527414386,-5.35934456033127,8.35244220168936e-08,6.574084038175e-07,0,0,8.69941958761314,2.86119701827752,0,0
