"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AN_naive_TSC","H9_naive_TSC","AN_EVT","H9_EVT"
"CDS1",900.104916345869,1.2297796111984,0.316619112148462,3.8840978450529,0.000102710542265224,0.00102312068526128,56.9978635628382,60.5965954653484,19.4900241222934,25.1280913444871
"CEACAM1",554.983688902922,-2.39506343167497,0.380630362569024,-6.2923604294459,3.1267442683407e-10,9.34262830825365e-09,10.2776320073796,6.30816293487854,36.5963762296301,40.4286620677599
"CELA1",37.3635086978749,-3.06857229078927,0.908704827793896,-3.37686363815078,0.000733173878351078,0.00556035090557268,0.409467410652573,0.334523792001135,1.35542134183815,4.31452124833801
"CELF5",39.6128965804452,5.65301637667083,1.12431085454791,5.02798345653609,4.95664625971821e-07,8.38567039349048e-06,4.25846107078676,3.01071412801021,0.0467386669599362,0.0798985416358891
"CENPX",6210.88948870234,-1.41812288940264,0.295257624569251,-4.80300175642044,1.56304513798047e-06,2.44118900711827e-05,173.122821223908,142.793870071342,324.085916700198,426.058973273379
"CEP135",277.374403191396,-1.5704942708245,0.422451374640437,-3.71757405727748,0.000201145032595213,0.00182581986285343,7.8617742845294,5.2090133325891,14.0216000879809,20.5339252004235
"CERCAM",3791.18006055419,-2.36042640789321,0.427665774103722,-5.51932502160142,3.40304258386714e-08,7.16722438071609e-07,61.7067387853428,53.6671740596106,152.555008957232,383.47305058145
"CERS4",69.9624533537213,5.06760440433873,0.844231910533453,6.00262124791826,1.94157170975871e-09,5.01890675493696e-08,8.55786888263878,4.20544195658569,0.0934773339198725,0.239695624907667
"CERS5",4627.42756737311,-1.50553728166141,0.30598676875641,-4.92026922530084,8.64252484280849e-07,1.39528415512778e-05,128.90034087343,96.4384303226128,280.432001759617,283.200380828409
"CFD",504.234821936464,3.12570413272808,0.441990395517254,7.07188247624729,1.52845847013718e-12,6.53050918323582e-11,47.2115924482417,37.371086477841,2.66410401671636,6.03233989350963
"CFLAR",417.812199684228,-1.56144626903738,0.381593854974397,-4.09190622092735,4.27841679336894e-05,0.000464771171658604,9.09017651648712,10.6091831177503,20.4247974614921,31.5998732169941
"CGB3",37648.2595122849,-2.09053671137767,0.622941429451931,-3.35591214926408,0.000791036921116729,0.00591887971762523,209.1969001024,1107.51269708947,2614.74798440667,2392.20228584934
"CGB5",30893.2709673336,-2.44274924038156,0.551821891965185,-4.42669867931892,9.56862491574001e-06,0.000121450020690225,219.965893002562,665.941291647973,2740.42825986194,1481.91820099165
"CGB8",66894.977081428,-2.40369855825891,0.575794831629589,-4.17457473776911,2.98543201424181e-05,0.000338567674582148,452.379595288963,1508.7978801514,6003.20786166813,3089.11731526838
"CGN",325.17288825261,4.99521260007944,0.484181792187244,10.316812157504,5.91546691652534e-25,1.07245816421762e-22,37.0977474051231,21.9829920457889,0.794557338318916,0.838934687176835
"CGNL1",88.8509960036226,2.33325130999516,0.710479071642721,3.28405353953688,0.001023254813982,0.00736875286332933,8.55786888263878,5.30459155887514,1.77606934447758,0.599239062269168
"CHAC1",2995.59734412827,2.16664663690013,0.632708555178237,3.42439914739223,0.000616160495683888,0.00482287585186408,256.490386032772,201.33553367154,72.0710244522216,14.421686765278
"CHMP1B",2563.67316977235,-1.37827620049329,0.387965382081502,-3.55257521456836,0.000381479942383038,0.00317269327098854,73.0489860604191,59.9753369944892,186.580758504065,114.015218914414
"CHMP2B",2081.37114385254,-1.1958633272517,0.316793141321337,-3.77490283490286,0.000160070043607185,0.00150069860589378,53.8449645008134,63.8940442722167,101.422907303062,139.343056612991
"CHRM3",170.392983747901,3.50965227525875,0.5908115863205,5.94039175351387,2.8434175967285e-09,7.1037784874692e-08,19.7772759345193,9.60561174174687,1.44889867575802,0.798985416358891
"CHRM5",887.801660727826,-4.81034374910055,0.352658343343269,-13.6402380374658,2.30805976095122e-42,1.14684925010821e-39,2.4977512049807,3.20187058058229,68.6591017641463,72.7076728886591
"CHRNB1",557.874309503623,1.4008872628834,0.384663006744211,3.64185595786949,0.000270679522340837,0.0023443747396544,43.0759716006507,32.5443860503961,14.3020320897405,10.7463538500271
"CHSY1",1862.51144928393,-1.30631044953652,0.409540619773432,-3.18969691030698,0.00142422076315551,0.00978555388170635,34.8047299054687,64.610880969362,89.5512858952378,131.233354636948
"CISD1",1017.84902647115,1.23594401006967,0.347099392319609,3.56077837477633,0.000369757078055819,0.00309075449171144,72.2300512391139,61.1700648230646,27.8095068411621,21.8123018665977
"CITED2",623.488686693814,-1.9663575227818,0.445745176180012,-4.41139383634675,1.02707309413285e-05,0.000129625706781621,11.301300534011,12.377380304042,24.911709489646,58.8053266440144
"CKAP4",845.519257047703,-2.90047100528376,0.468075913394929,-6.19658248220209,5.77022974607875e-10,1.64359665123976e-08,10.1957385252491,8.45867302631441,34.3061815485932,91.8433736104545
"CKB",566.286821216414,2.9981379229915,0.342988853346437,8.74121095697305,2.30624915489193e-18,1.89819869092209e-16,45.4508825824356,48.3147933875925,5.18799203255292,5.19340520633279
"CLCN2",56.0195912579661,2.3580555433581,0.705910081878595,3.34044746475748,0.000836435039669532,0.0062307676247676,3.3576327673511,5.35238067201816,0.560864003519235,0.958782499630669
"CLDN10",114.686059285979,3.16484537831094,0.764132174112327,4.14175123824286,3.44664052544216e-05,0.000383417324123814,15.2321876762757,4.20544195658569,1.30868267487821,0.559289791451224
"CLDN11",1648.9840105779,4.58256953666116,1.31814004708026,3.47654222843145,0.000507924234066586,0.00408042606241755,181.107435731633,115.315130014105,9.25425605806737,1.15852885372039
"CLDN3",122.293806356267,2.72593595254787,0.612879159534839,4.4477543576727,8.67726784668964e-06,0.000111721905404211,13.6762115157959,6.26037382173552,1.58911467663783,1.03868104126656
"CLDN6",18597.0176421678,1.80471343550854,0.342230727355704,5.27338222798673,1.33932213738323e-07,2.56690654216192e-06,1329.82730957636,1365.0482278172,395.268906480181,279.365250829886
"CLDND1",2440.79261011724,-1.14310270097393,0.307316340898138,-3.71962876309534,0.000199515813785087,0.00181225738506481,70.5512348554384,71.2535676962417,146.38550491852,129.235891096051
"CLEC7A",292.628977615741,-1.46596329640172,0.38959163809223,-3.7628202278168,0.000168007974204191,0.00156226860604495,7.5751470970726,6.92942140573779,18.9291601187742,16.2993024937214
"CLIC5",42.3998342918997,-5.82544273434616,1.19057019528212,-4.89298552696069,9.93177127755987e-07,1.59574423305082e-05,0,0.143367339429058,2.10324001319713,4.91376031060718
"CLMN",43.1039203829063,2.46561681440855,0.773008154299847,3.18963881647766,0.00142450706104446,0.00978555388170635,4.29940781185202,2.53282299658002,0.607602670479171,0.479391249815334
"CLNK",33.9702202412714,-8.6075093108838,1.71105975683006,-5.030513561274,4.89167784683887e-07,8.3071835434418e-06,0,0,1.58911467663783,4.15472416506623
"CLU",27587.6266725221,3.8352538780212,0.52317819878824,7.33068366935822,2.28981572469722e-13,1.08936765115383e-11,2482.72375100975,2326.99528627304,218.503268037702,70.2308180979465
"CMAHP",836.899663454982,-1.31432843873112,0.367159329723465,-3.57972229582463,0.000343959543490685,0.00290772604629555,17.7299388812564,26.8574815863768,45.7104162868176,52.9727331045945
"CMPK2",98.1933377813531,-3.08580211098488,0.835889404690273,-3.69163922125353,0.000222813376719121,0.00198645678870176,0.245680446391544,1.67261896000567,4.7673440299135,9.98731770448613
"CMTM3",1406.20408739355,-1.99769286634199,0.453854293847578,-4.40161720054783,1.07447002394589e-05,0.000135352956255945,29.8501742365726,22.7954069692202,52.5342616629683,137.625237967819
"CMTM7",58.4144875673722,2.95443822466691,0.711140848161535,4.15450502148038,3.25992458773146e-05,0.000365678497232486,6.26485138298437,3.44081614629739,0.467386669599362,0.639188333087113
"CNDP2",7724.17567327967,1.2215966361722,0.315758435935532,3.86876959455681,0.0001093859454946,0.00107826733633766,597.904313034887,413.662563365975,186.627497171025,195.591629924656
"CNN3",3796.16571811838,3.71218943782923,0.527993876621105,7.03074335177023,2.05436079888185e-12,8.53291160303372e-11,325.854165397318,331.560866986268,32.6235895380355,10.4267596834835
"CNPY2",463.291380576195,-1.11621993069748,0.34887511442868,-3.19948280783915,0.00137674398099094,0.00952573349611884,14.2494658907095,13.0464278880443,22.2008668059697,30.4812936340917
"CNPY3",3094.84577907697,-2.04532246925362,0.3327435442551,-6.14684343112472,7.90400786927979e-10,2.20457733002615e-08,50.0369175817444,62.2692144253541,165.501619705134,249.603044070518
"CNTNAP2",344.943088610801,4.37098565545679,0.480653614106104,9.09383707347282,9.56040840507207e-20,9.35920464435973e-18,38.2033094138851,23.4644545532224,0.888034672238788,1.75776791598956
"COA4",2535.96170336054,1.06492597572509,0.324623937065343,3.28049122117182,0.00103626489687053,0.00745044472476692,154.942468190934,164.729073003987,74.2210031323787,60.0038047685527
"COCH",104.034150963537,2.31135951863156,0.628651942228563,3.67669192341603,0.000236278104680233,0.00208272473875821,10.031951560988,6.16479559544948,1.91628534535739,0.918833228812724
"COG6",1256.84785255089,-1.19195896606326,0.321658938997718,-3.70566093943284,0.000210840198307429,0.00189841080569965,37.4662680747104,33.9302703315437,76.7916298151752,66.5554851826956
"COL12A1",100.453161109915,2.4463219434203,0.571736330117222,4.27875895680574,1.87938251956094e-05,0.000223526559241397,9.86816459672701,6.02142825602042,1.40216000879809,1.15852885372039
"COL1A1",380.878466705092,1.54458275024793,0.471552408552516,3.27552722080076,0.00105464950220316,0.00755832143245596,31.6927775845092,21.3617335749296,10.1422907303062,5.63284718533018
"COL1A2",379.624328883064,5.94430440890463,0.631066743219131,9.41945439650673,4.53438033580463e-21,5.33624970045219e-19,17.9346725865827,51.0387728367446,0.560864003519235,0.43944197899739
"COL21A1",7399.22196124932,-5.47964159577904,1.26373292697008,-4.33607566823236,1.45049029481622e-05,0.000176586005401583,3.3576327673511,26.4273795680896,505.89933117435,696.875080148225
"COL27A1",1035.75106476866,-8.08581175191552,0.722823485038684,-11.1864264502734,4.75201746796334e-29,1.20288804434332e-26,0.327573928522059,0.382312905144154,27.4355975054826,149.64996848402
"COL4A1",10617.6036472826,-4.40566160568524,0.47649355409518,-9.24600462654989,2.33041081774971e-20,2.46179460873466e-18,44.0586933862169,45.1129228070102,414.151327931995,1307.73938022541
"COL4A2",4938.06119369259,-3.08943704621973,0.508765169016865,-6.0724224737903,1.25994930495061e-09,3.40110259058699e-08,52.4118285635294,44.5394534492939,164.146198363296,588.332911335869
"COL5A1",101.163505224559,-1.95215206639676,0.599918910649704,-3.25402655549331,0.00113781643053584,0.00806815287107231,2.74343165137224,1.14693871543246,6.26298137263145,7.03107166395824
"COLEC12",382.999079038419,4.03157582297598,0.448860796735445,8.98179536350144,2.66383920492194e-19,2.43116100498182e-17,43.444492270238,24.2290803635108,1.72933067751764,1.91756499926134
"COMT",3598.51288994932,-1.54654830991692,0.431037856166104,-3.58796399850538,0.000333270293593151,0.00283343108925584,80.8698136038832,90.0346891614483,288.658007144566,144.256816923598
"COPG1",9680.01499105583,-1.1933291122801,0.352739481453604,-3.38303245035831,0.000716901609327673,0.00545657725008451,284.416063439277,265.038421491185,654.107644104307,442.3582757671
"COQ3",422.034679180156,1.20350241061391,0.376887765840123,3.1932647320912,0.00140673915881851,0.00968862216635996,26.8610621388088,27.9566311886663,11.6846667399841,9.22828155894519
"CORO1B",2397.63532867323,-1.34325122747395,0.304147034061077,-4.41645348152305,1.00333480899918e-05,0.000126988111297482,60.478336553385,65.8056087979375,121.146624760155,164.551046499114
"CORO6",91.8895092464025,-3.7872247624374,0.719660879270822,-5.26251304124618,1.42099581097251e-07,2.70029458923615e-06,0.491360892783088,0.669047584002269,3.55213868895515,10.9860494749347
"COTL1",6510.39890596682,-1.96783082917304,0.49062889189908,-4.01083356823148,6.05047515945456e-05,0.000637152078016031,110.719987840456,135.912237778747,206.865339964678,674.263792865268
"CPED1",391.871825744399,-7.69670948248316,0.683236409988497,-11.2650751188929,1.95185422570815e-29,5.08411897176136e-27,0.204733705326287,0.143367339429058,21.4063094676508,44.1439442538287
"CPM",2132.61926026329,-2.44707878430298,0.418691523079878,-5.84458640648459,5.07828395546495e-09,1.23201189053378e-07,20.2276900862371,41.0030590767105,130.634574153022,168.266328685182
"CPNE7",44.4093921800219,4.36054836755661,0.920027574056872,4.73958443259339,2.14156983913125e-06,3.23550686506586e-05,2.53869794604595,5.30459155887514,0.140216000879809,0.199746354089723
"CPPED1",1047.26371164533,1.79602142418998,0.473573110093769,3.7924902953936,0.000149144080753791,0.00141307696849778,49.6683969121571,100.882817844914,23.1823788121284,14.9010780150933
"CPSF4",1154.84775523025,1.09153799969925,0.31190333322226,3.49960350991642,0.000465950658507893,0.00378630771322949,71.4111164178088,75.0766967476832,26.2671308314842,34.9556119657015
"CPT1A",205.255389996635,-2.38049938285897,0.465861059841276,-5.1098913132384,3.22344193938058e-07,5.74312045932668e-06,3.88994040119944,2.29387743086492,11.8716214078238,16.7786937435367
"CPXM1",24.6256773793676,-4.38957883971701,1.26707256714398,-3.46434683659141,0.000531520722363719,0.00423952557148136,0.204733705326287,0,2.38367201495675,1.438173749446
"CRB3",155.33092184539,2.043574051915,0.470102050298617,4.34708602231555,1.379581231177e-05,0.000169027048378728,10.4414189716406,12.8074823223292,2.66410401671636,2.31705770744078
"CREB3L4",504.606162482398,-2.48929484954594,0.355380611765878,-7.00458822775022,2.47713284148063e-12,1.00402459822671e-10,6.46958508831066,7.74183632916912,31.0812135283576,39.9492708179445
"CREBRF",205.343884757522,-1.84501786723005,0.468474170581856,-3.93835558732831,8.20419488568519e-05,0.000838928952639882,4.87266218676562,3.4886052594404,9.6749040607068,17.2181357225341
"CRIM1",1245.20935720346,2.29924964481675,0.319324099920314,7.2003636599634,6.00521781751967e-13,2.74718653978919e-11,104.250402752145,88.9833286723018,18.0878641134953,16.4590995769932
"CRISPLD1",1430.79565436946,-4.9335171317207,0.419746907673569,-11.7535520608467,6.77114993104244e-32,2.0645851698833e-29,4.83171544570036,3.63197259886946,140.776864883328,84.0133165301374
"CRISPLD2",3078.18882500642,-1.64575725051206,0.333367508146743,-4.93676561240522,7.94288353677497e-07,1.29479617897173e-05,65.719519409738,73.1173431088194,214.203310677388,167.107799831462
"CRLF1",55.7844387671543,4.64830518465074,0.979438897525033,4.74588582952613,2.07595788885698e-06,3.14345948497802e-05,8.10745473092095,2.00714275200681,0.233693334799681,0.119847812453834
"CROCC",45.4810732780119,-2.6223896937008,0.782720959487907,-3.35035067339513,0.000807093128278393,0.0060255767440083,0.61420111597886,0.573469357716231,1.96302401231732,4.63411541488157
"CROCCP3",103.613966848701,-3.84729379458024,0.676525405705509,-5.68684303964627,1.29409294421762e-08,2.91790772094514e-07,0.777988080239889,0.477891131430192,4.48691202815388,11.9048827037475
"CRYBG1",1491.19295696005,1.6893976975484,0.380804916630362,4.43638625387881,9.14816385943384e-06,0.00011722231741945,84.022712665908,127.310197413003,32.0627255345162,25.6873811359383
"CSF2RB",3193.58372395964,-3.75572374584708,0.545902638654566,-6.87984171518836,5.99191004442511e-12,2.25807486393279e-10,13.1029571408823,27.6698965098081,120.866192758395,384.152188185355
"CSGALNACT1",2118.02388531772,-3.07050385639236,0.305869274269186,-10.0386149073937,1.03111805441591e-23,1.62746821388752e-21,19.2040215596057,22.7476178560772,150.451768944035,161.834496083493
"CSH1",14870.0219468801,-14.941862802793,1.07693206666425,-13.8744710695399,9.04579029451298e-44,5.05659677463275e-41,0.0409467410652573,0.0477891131430192,959.591571354451,1521.66772545551
"CSH2",7391.68187351317,-12.1133749595916,0.651392227298729,-18.5961306443966,3.4535362605535e-77,9.26652849431714e-74,0.0818934821305146,0.238945565715096,467.106237597603,767.265695329443
"CSHL1",38.262715992816,-8.77605740108616,1.64683020409863,-5.32906026331332,9.87222383169998e-08,1.93351467045382e-06,0,0,3.03801335239585,3.27584020707145
"CSTA",192.095178580826,2.53712090798506,0.5984723770427,4.23932833879824,2.24189551875833e-05,0.000262683583228487,23.2577489250662,7.59846898974006,2.33693334799681,2.31705770744078
"CTDSP1",1461.01177041491,-1.56835091793777,0.351736200678151,-4.45888400145897,8.23874903923068e-06,0.000106587326046595,35.8283984321002,32.9266989555403,66.8362937527088,115.932783913675
"CTDSPL",944.647261796592,2.91012159301716,0.398194321267181,7.30829506497288,2.70553176610015e-13,1.28259414042401e-11,95.8563208337674,60.2620716733473,10.4227227320658,7.7102092678633
"CTH",1677.7325976398,1.97384913428682,0.47153313844207,4.1860242120169,2.83883080184226e-05,0.000323308608128317,133.199748685282,116.414279616395,38.4191842410676,16.3792010353573
"CTSC",7569.92603923214,1.02542972688275,0.311150133488072,3.29561075673476,0.000982079828638635,0.00710657118717148,441.037348013887,504.079565432567,219.017393374261,189.87888419769
"CTSH",4477.95768937145,1.78901734865312,0.436724775763308,4.09644116371981,4.19550055048741e-05,0.000456503125590747,303.538191516752,343.125832366878,109.228264685371,52.9727331045945
"CTSL",35772.5080198046,-2.16069520330852,0.322722868755807,-6.69520326104761,2.15372059348986e-11,7.48557395913472e-10,530.7107109468,685.20030424461,1997.89105786943,2866.48002899997
"CTTNBP2",322.546521688071,-1.87453370819152,0.375663484910172,-4.98992791018738,6.04018299169839e-07,1.00539820119883e-05,7.12473294535477,5.78248269030533,18.4617734491748,23.5700697825873
"CUL7",315.893416824567,-2.38497957094677,0.439325056242778,-5.42873559578809,5.67546906712148e-08,1.14671826814009e-06,4.29940781185202,5.16122421944608,15.4704987637389,28.9632213430098
"CUX1",2474.16975858554,-1.62308263695058,0.364978998365614,-4.4470576230928,8.70544915181221e-06,0.000111977282666072,61.2972713746902,51.9467659864619,108.760878015772,204.380469504604
"CX3CL1",30.7785977871067,4.13427040769448,1.07901865317314,3.83150967366185,0.000127359365842916,0.00122748078458948,2.29301749965441,3.10629235429625,0.233693334799681,0.0399492708179445
"CXADR",210.308902855199,5.32943516460391,0.821622118522345,6.48647966560186,8.78651318534714e-11,2.82685517732895e-09,28.6627187456801,9.940135533748,0.74781867135898,0.0798985416358891
"CXCL14",22.9496448882915,-4.50127290902012,1.19293117683875,-3.77328801226272,0.000161110118125122,0.00150834148274015,0.0409467410652573,0.143367339429058,1.49563734271796,2.157260624169
"CXCL16",28.6308422210069,4.23843310970038,1.23045983974903,3.44459280407305,0.000571920264975775,0.00451877636920789,3.6442599548079,1.4814625074336,0,0.239695624907667
"CXCR4",106.379911617369,-10.251715708502,2.58126300062516,-3.97158898803382,7.13948215691993e-05,0.00074021091667108,0,0,2.33693334799681,15.9797083271778
"CYB5A",2280.70119865292,1.21833394011945,0.325518595062834,3.74274759905583,0.00018201903589657,0.00167832810006075,138.113357613113,158.898801200539,45.5702002859378,68.6328472652287
"CYB5R2",1502.30213233967,-1.60081103814123,0.395518961790961,-4.047368629035,5.17966351592241e-05,0.000554591905264286,36.278812583818,33.2134336343984,114.696688719683,68.6328472652287
"CYBRD1",97.4801730757427,-3.71713639870158,0.780185469660633,-4.76442659245945,1.89391448452757e-06,2.88735871868431e-05,0.900828303435661,0.382312905144154,10.9368480686251,3.55548510279706
"CYP11A1",22233.4632777997,-1.79155728737288,0.46653934151685,-3.84009906120247,0.000122984674603661,0.00119130858807416,300.876653347511,621.73636199068,1750.50329365049,1048.50856188777
"CYP1A1",460.576953013309,1.86242571812591,0.406827549965937,4.57792427843651,4.69612613707727e-06,6.44204787883729e-05,41.2333682527141,26.4273795680896,6.4499360404712,10.10716551694
"CYP2S1",777.371274117506,3.29930722739517,0.481009279678488,6.85913425537332,6.92791080491143e-12,2.58899307405827e-10,90.0009368614356,42.4845215841441,7.19775471183018,4.47431833160979
"CYSTM1",4319.52323245488,3.062895299788,0.462488266591583,6.62264433725147,3.52829254792589e-11,1.18702303674991e-09,384.162324674244,336.005254508568,52.020136326409,22.2916931164131
"CYTOR",253.079461229336,2.24269349861384,0.455254108316506,4.92624549157204,8.38246718288014e-07,1.35562785006039e-05,19.572542229193,19.3545908229228,4.44017336119394,2.75649968643817
"DAPK1",448.390798787452,-1.35452189567607,0.406758117791729,-3.33004268735854,0.000868326708156421,0.00643972974937897,13.6352647747307,9.940135533748,19.5835014562133,34.3563729034323
"DAPP1",684.952315477793,-2.110081066675,0.382697561657875,-5.51370397431845,3.51359392415246e-08,7.3884602016347e-07,15.2321876762757,8.88877504460158,42.2517549317823,49.7767914391589
"DBH-AS1",105.033405454993,-10.2333124258266,2.68587097077588,-3.81005362400951,0.000138936653101321,0.00132667198434685,0,0,2.05650134623719,16.0596068688137
"DBNDD1",152.439805674756,2.99128755741257,0.497239202112113,6.0157918858902,1.79009431365899e-09,4.65424521551339e-08,13.5533712926002,11.7083327200397,1.63585334359777,1.15852885372039
"DBNL",3099.01953215274,-1.1090203670923,0.309689231848721,-3.58107500371225,0.000342183397207303,0.00289636117156668,89.427682486522,93.5232944208887,143.160536898285,209.334179086029
"DCST2",127.021311152313,-2.36083837618658,0.487214771450903,-4.84558045963203,1.26242036414404e-06,2.00909034464489e-05,2.04733705326287,1.81598629943473,7.4781867135898,10.1870640585759
"DCTD",1320.78573356326,1.39252610824796,0.322045860469545,4.32399940250015,1.53225710765338e-05,0.000185029355142014,87.1346649868676,91.0860496505947,32.0627255345162,27.6848446768356
"DCTPP1",1366.97653276123,1.09920589856388,0.305514647455015,3.59788281092393,0.00032081810190552,0.00273971715796592,83.5313517731249,90.0824782745913,35.942034892191,35.6746988404245
"DDAH1",258.595359302987,4.46214086364214,0.444316632563223,10.0427049914842,9.89235273778463e-24,1.57995005154903e-21,24.3223641927628,21.8396247063598,0.934773339198724,0.918833228812724
"DDIT4L",1123.95460079796,-3.18771128838213,0.340278772527306,-9.36794048217134,7.39615793844455e-21,8.55403921570449e-19,11.13751356975,9.60561174174687,90.8132299031561,75.0247305960998
"DDX60",287.303968490033,-5.35073893478245,0.480237774551074,-11.141853511595,7.84690088335359e-29,1.91407313183767e-26,0.61420111597886,0.669047584002269,24.6780161548463,21.2929613459644
"DDX60L",338.4350598138,-4.02260087607027,0.446676801316865,-9.00561852375383,2.14453507033594e-19,1.97062208928952e-17,2.41585772285018,1.2425169417185,23.7432428156476,29.0830691554636
"DENND1A",866.951133848677,-1.71707119436523,0.436387932262773,-3.9347357418016,8.32882839372134e-05,0.000851024841813903,16.2558562029072,21.3617335749296,34.4931362164329,77.4616361159945
"DENND2A",540.439158599105,-2.47647131624959,0.467650602396237,-5.29555891419828,1.18652930933797e-07,2.29372870519858e-06,8.84449607009558,6.54710850059364,22.4812988077293,54.8503488330379
"DENND5B",145.848662012147,-2.38228263163302,0.472226289830412,-5.04479035355816,4.54018899182634e-07,7.76928259111507e-06,2.37491098178492,2.00714275200681,8.41296005278852,11.9448319745654
"DEPDC7",1592.455377998,-5.12296394145762,0.317426528970364,-16.1390541555395,1.35603419531199e-58,1.65386861493687e-55,4.46319477611305,3.82312905144154,118.108611407759,137.944832134363
"DERL2",1900.23541269037,-1.03645984354083,0.29857602771352,-3.47134313319789,0.000517861800194309,0.00414536629558881,54.3772721346617,61.6001668413518,99.8805312933837,111.098922144704
"DERL3",264.695340922541,-3.43663898730165,0.793955301341468,-4.32850436478616,1.50125358188172e-05,0.000182250974340582,0.696094598109374,3.44081614629739,7.4781867135898,33.9568801952529
"DFFB",591.607094209211,-1.44073472061321,0.393100215460612,-3.66505706165802,0.00024728344277023,0.00216409306471325,15.3140811584062,14.3845230560488,42.0648002639426,28.3240330099227
"DGKD",1081.63882421397,4.22111674691369,0.357130019718673,11.8195517426366,3.09330631428377e-32,9.65111570056536e-30,108.836437751454,83.1052677557105,3.59887735591509,5.55294864369429
"DGKZ",901.466396285868,-2.02221043185728,0.381301294577761,-5.30344496757242,1.13637472748879e-07,2.19994276248047e-06,13.5124245515349,19.5935363886379,47.1593149625756,73.4667090342
"DHRS12",259.185341675198,-1.402280027259,0.410531944481827,-3.41576348955976,0.000636034626810256,0.00495243212610934,5.69159700807077,7.55067987659704,13.4607360844616,17.7374762431674
"DHRS3",380.793169247402,-1.46592885843942,0.410806202165869,-3.56841949004347,0.000359141174624219,0.00301139874922407,9.17206999861764,9.70118996803291,16.5454881038174,30.281547280002
"DHX35",353.715965646379,-1.19068525925328,0.369708755416396,-3.22060335820889,0.00127921056250649,0.00894780443513402,9.95005807885753,10.1312919863201,21.3128321337309,19.0558021801595
"DHX58",174.59863756401,-4.30564834851787,0.498937376317088,-8.62963680993407,6.15470934303104e-18,4.91497503250622e-16,0.941775044500918,0.62125847085925,12.7129174131027,14.7812302026395
"DIO2",14232.6522016244,-11.2363357105208,0.446997091075905,-25.1373799401589,1.9419043595975e-139,1.30262944441801e-135,0.573254374913602,0.525680244573212,898.130224302134,1478.36271588886
"DIP2B",2334.44477425128,-2.23575805394216,0.484625403248779,-4.6133736262159,3.96185186985452e-06,5.53092660624019e-05,31.2423634327913,44.730609901866,83.2883045226063,243.13126219801
"DLC1",130.960453798825,4.13426271100573,0.642880627023404,6.43084040368076,1.26900348130167e-10,4.02481104140502e-09,15.9282822743851,7.35952342402496,0.37390933567949,0.798985416358891
"DLG3",401.048813857255,1.97896049719204,0.404811043402611,4.88860303947744,1.015540393004e-06,1.62660521810045e-05,30.8328960221388,28.8168352252406,7.85209604926929,5.39315156042251
"DLG5",3189.22610437462,1.16062141565592,0.331669924856237,3.4993266759384,0.000466434740338103,0.00378794701959805,216.485420012015,194.740636057803,91.2338779057955,69.8313253897671
"DLK2",37.7889628778269,-4.09395775003399,0.95155103368722,-4.30240481602976,1.6895425981123e-05,0.000202383066931023,0.245680446391544,0.143367339429058,1.6825920105577,4.35447051915595
"DLX5",2339.66825581536,-1.69235826095739,0.378705888102684,-4.46879310336604,7.86621700104014e-06,0.000102558957517934,38.8584572709292,63.7506769327877,122.034659432393,175.257451078323
"DLX6",720.101238004855,-2.04370981602929,0.37313486260202,-5.47713446494297,4.32268738037735e-08,8.90832164287904e-07,11.0965668286847,15.0535706400511,38.4659229080275,58.0862397692914
"DLX6-AS1",360.846077692154,-2.35740022797268,0.372780052000191,-6.32383684514181,2.55147124953885e-10,7.79738913070916e-09,5.44591656167922,5.54353712459023,20.9856614650114,29.2029169679175
"DNAJC10",2307.86884755481,-1.44023328938456,0.289174624958674,-4.98049678318208,6.34212568037321e-07,1.05340950476905e-05,61.1744311514944,54.8141127750431,126.802003462307,152.36651889964
"DNAJC15",3829.318350519,-1.1467937303979,0.326718398193993,-3.51003719636558,0.000448044012898638,0.00366483212453904,103.022000520187,118.803735273546,172.185249080405,267.740013021864
"DNASE1L1",420.580758909893,-2.29079437981233,0.382269611356899,-5.99261440552639,2.06494068868248e-09,5.29698743391284e-08,7.49325361494209,5.83027180344835,31.1279521953175,26.0868738441178
"DNM1",21.0946893896503,3.5893983940258,1.12826278514444,3.18134962996789,0.0014659059989749,0.00998375523090429,2.00639031219761,1.62482984686265,0.186954667839745,0.0798985416358891
"DNM2",1992.90788122337,-1.78259276100268,0.523055368182024,-3.40803836350711,0.000654316948402617,0.00508004408551476,46.146977180545,37.7056102698422,56.0396616849635,207.057070649407
"DNMBP",120.621874477843,2.28681374466195,0.546165942273547,4.18703102420217,2.82627205793139e-05,0.00032242573069054,11.5469809804026,7.21615608459591,1.26194400791828,2.157260624169
"DNMT1",10034.1903135999,2.03825472179912,0.301777899276217,6.75415504809219,1.4367004762507e-11,5.11267203962319e-10,821.104998581605,686.108297394327,135.448656849895,191.277108676318
"DNMT3B",876.958714493067,2.26368267074503,0.31116444398019,7.27487575954902,3.46739418956019e-13,1.62652309255732e-11,68.0944303915229,67.2392821922281,11.9650987417437,12.983513015832
"DOCK4",87.7883326133064,2.61869406460605,0.589064929353127,4.44551005180656,8.76835806681939e-06,0.000112678440444874,8.59881562370404,5.54353712459023,0.841296005278852,1.19847812453834
