"","EVT_a6_1","EVT_a6_2","EVT_b5_1","EVT_b5_2","EVT_d4_1","EVT_d4_2","EVT_wt_1","EVT_wt_2"
"CDK11A",1.16840986602954,1.19601849220844,2.32548958929358,2.05040067107336,1.12759485652117,1.20922994854899,1.66304732134631,1.87143339883558
"AL031282.2",2.51208121196351,2.51793366780725,1.87173552308996,1.21505224952495,1.57863279912963,1.55472421956299,0.997828392807786,1.6219089456575
"AL031282.1",2.39524022536056,2.07729527594098,1.36126219861088,2.58198603024052,1.57863279912963,2.59120703260499,1.38587276778859,1.37238449247943
"SLC35E2",3.21312713158124,2.89562371797834,2.60908588067085,1.74663760869212,2.59346816999868,2.13054800458632,2.71631062486564,2.74476898495885
"NADK",32.8907377287316,36.3841414998147,36.1301675214637,31.1357138940769,35.9702759230252,45.7204085308524,32.2631180341184,35.0581856715199
"GNB1",53.4547513708515,51.9323818985245,53.8832953616806,53.9179435726698,53.166097484973,48.8874393484807,80.6023601745845,78.787346090978
"CALML6",0.350522959808862,0.125896683390362,0.113438516550906,0.151881531190619,0.112759485652117,0.403076649516331,0.0554349107115437,0.124762226589039
"TMEM52",5.31626489043441,5.53945406917595,3.00612068859902,3.72109751417017,2.76260739847686,5.9309849857403,3.43696446411571,2.12095785201366
"CFAP74",1.92787627894874,2.07729527594098,2.6658051389463,2.3541637334546,1.80415177043387,2.82153654661432,2.05109169632712,1.9338145121301
"PRKCZ",263.885368242772,270.677869289279,320.180212964933,315.154177220535,350.118202949822,382.80765228351,254.446240165985,262.12543806357
"AL590822.2",1.28525085263249,1.19601849220844,1.24782368205997,1.21505224952495,1.12759485652117,1.43955946255833,1.7739171427694,0.99809781271231
"PRKCZ-AS1",2.16155825215465,2.0143469342458,2.21205107274268,1.97445990547805,1.46587331347752,1.72747135506999,1.10869821423087,1.43476560577395
"FAAP20",4.49837798421373,5.53945406917595,5.2181717613417,4.55644593571857,3.15726559825926,4.49142552318197,5.93153544613517,5.11525129015059
"SKI",1.10998937272806,0.50358673356145,0.226877033101813,0.911289187143714,1.07121511369511,1.15164757004666,0.166304732134631,1.49714671906847
"MORN1",0.817886906220678,1.32191517559881,1.02094664895816,0.987229952739024,0.620177171086641,1.15164757004666,1.71848223205785,0.686192246239713
"RER1",117.834134989079,122.056834546956,122.173282325326,120.517994999756,113.154143851899,122.074642424946,112.421998923011,112.410766156724
