name	BT5_hTSC_1	BT5_hTSC_2	mean_RPKM_BT5_hTSC	bagel_BF	bagel_FDR	Class	NSC_vs_TSC_LFC	NSC_vs_TSC_padj	AN_naive_TSC_rep1	AN_naive_rep1	H9_naive_TSC_rep1	H9_naive_rep1	AN_naive_TSC_rep2	H9_naive_TSC_rep2	AN_naive_TSC_rep1.1	H9_naive_TSC_rep1.1	AN_naive_TSC_rep2.1	H9_naive_TSC_rep2.1
FAM122A	2.09705934356711	2.29333582624692	2.19519758490701	8.434	0		-0.798958615165406	0.0472934273435186	18.2087233974755	7.58023110135489	15.5051246590488	8.84016361908199	10.8986491225326	8.56060713577183	18.2087233974755	15.5051246590488	10.8986491225326	8.56060713577183
FAM151A	0.145001836270226	0.384497955477136	0.264749895873681	4.059	0.021		9.82279593034242	1.07484955661735e-60	0.328085106260819	117.950546357253	0.382842584174044	576.141613297266	0.437291477138654	0.256667233347656	0.328085106260819	0.382842584174044	0.437291477138654	0.256667233347656
FAM153B	0	0	0	4.386	0.019		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM157A	0.0387219134526604	0.0265165531275185	0.0326192332900894	2.8	0.034		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM157B	0	0	0	3.19	0.033		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM160A2	2.76241357210329	2.75929202634982	2.76085279922655	3.057	0.033		0.744669690213507	0.0334604425660596	17.429521270106	20.267710107878	14.1651756144396	26.4711044683126	9.56995578814977	10.5837488574534	17.429521270106	14.1651756144396	9.56995578814977	10.5837488574534
FAM200B	5.86781990880858	5.48824170204464	5.67803080542661	3.21	0.033		-0.687443046434336	0.00622985404217809	20.218244673323	14.3540546387359	24.5497807101606	13.2849386230897	18.685801196194	18.61592345398	20.218244673323	24.5497807101606	18.685801196194	18.61592345398
FAM210A	8.71930711280826	8.85716036084277	8.78823373682551	3.325	0.03		0.0918208532779001	0.790697027311876	69.1029255061851	75.6410295007542	83.6511046420286	103.810189538047	65.2909813173944	89.9392181795288	69.1029255061851	83.6511046420286	65.2909813173944	89.9392181795288
FAM219B	0.832461357789282	0.793883814500682	0.813172586144982	5.877	0.015		-0.331324257822406	0.427835211443061	4.67521276421668	3.49443277722034	4.4026897180015	5.08679806014215	5.97071055323931	4.71059863555699	4.67521276421668	4.4026897180015	5.97071055323931	4.71059863555699
FAM231A	0	0	0	7.352	0.005		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM25C	0	0	0	6.96	0.014		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM25G	0	0	0	3.367	0.03		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM60A	24.0644130351188	23.4643553153087	23.7643841752138	9.591	0		0.0818046131244276	0.711925695802075	129.880691441002	132.895966542903	107.339489537798	149.443212912526	131.607915715768	121.59987631659	129.880691441002	107.339489537798	131.607915715768	121.59987631659
FAM72C	0.08437924298993	0.0491150748525643	0.0667471589212471	3.587	0.026		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM89B	0.797609552048844	0.580336043911215	0.68897279798003	4.529	0.02		-1.18406972418474	0.0457828594899924	1.92749999928231	0.698886555444068	1.43565969065266	0.790182222934703	1.42960675218406	1.46451303733663	1.92749999928231	1.43565969065266	1.42960675218406	1.46451303733663
FAM96B	156.428937107116	143.815732655297	150.122334881207	9.347	0		0.877172953120257	7.64621618807327e-06	128.199255271415	270.254054939795	153.7591528689	253.846039117773	121.819314189049	121.479091736191	128.199255271415	153.7591528689	121.819314189049	121.479091736191
FAM98A	15.3310491580589	13.6828167634977	14.5069329607783	5.697	0.014		0.246851179411797	0.349344935474566	51.7964361509269	56.7710925037643	56.8999790728672	72.2029006206585	41.3913202014703	49.7632471243456	51.7964361509269	56.8999790728672	41.3913202014703	49.7632471243456
FAM98B	0.917087993559591	0.966080355218015	0.941584174388803	6.669	0.018		-0.448711074447655	0.156945781096696	7.87404255025966	5.48357143502269	7.60899636045912	6.71654889494498	6.77801789564914	8.30393990242418	7.87404255025966	7.60899636045912	6.77801789564914	8.30393990242418
FANCA	1.02855258072856	0.988812506700325	1.00868254371444	6.15	0.016		0.349177695876915	0.354107060847281	29.9377659462998	32.3100630632219	39.2892202008612	55.6090739390297	24.824700779102	32.4759540547535	29.9377659462998	39.2892202008612	24.824700779102	32.4759540547535
FARS2	19.1538249596009	18.5309617546789	18.8423933571399	4.57	0.02		-0.115070626790434	0.664750769392716	30.8810106267996	34.0303991996996	29.3353130123361	31.3109705837876	37.2875078775537	32.3551694743546	30.8810106267996	29.3353130123361	37.2875078775537	32.3551694743546
FARSB	139.764738271095	144.283839712984	142.02428899204	4.581	0.02		-0.505827108278151	0.106218342631305	217.807499918901	149.99180689915	248.89553503615	244.610784387224	266.512336413043	290.441621641698	217.807499918901	248.89553503615	266.512336413043	290.441621641698
FASN	0.567479094205192	0.634527184107281	0.601003139156236	3.211	0.033		-0.253250859881797	0.726175546744406	31.5371808393213	23.278298346714	31.1059599641411	13.8281889013573	9.670869205951	10.4629642770545	31.5371808393213	31.1059599641411	9.670869205951	10.4629642770545
FAU	191.01927829994	192.368006186324	191.693642243132	11.524	0		0.566053967764135	0.0175898572278147	392.020691343397	584.645483881096	407.200943592117	532.335886313323	280.50566368148	312.545199854696	392.020691343397	407.200943592117	280.50566368148	312.545199854696
FBL	38.6359791274208	40.4179885043446	39.5269838158827	13.633	0	Epi,	0.495298719165383	0.0744878485604647	110.564680809896	128.863928723033	91.0686797104006	139.121457625441	89.4933826867222	61.0566053916425	110.564680809896	91.0686797104006	89.4933826867222	61.0566053916425
FBXL12	15.03711684841	15.0009994164123	15.0190581324112	4.448	0.019		0.531583125507924	0.0168544390807058	63.9765957208598	76.3399160561982	56.4692811656714	91.6611378604256	47.2947551428421	46.8644171947721	63.9765957208598	56.4692811656714	47.2947551428421	46.8644171947721
FBXO47	0	0	0	4.372	0.019		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXO48	0.994865179441792	0.710169077667279	0.852517128554535	2.677	0.038		-0.443857533425835	0.416887479916367	5.1673404236079	2.8493067260412	3.11059599641411	4.88925250440848	6.66028557488104	4.3482448943603	5.1673404236079	3.11059599641411	6.66028557488104	4.3482448943603
FBXW5	2.14559912709818	2.44576308395202	2.2956811055251	6.33	0.017		-0.209723343720584	0.805042257295813	62.2131382747079	45.1050630782749	75.9942529585477	33.6321308636583	13.9765083654701	17.9818044068858	62.2131382747079	75.9942529585477	13.9765083654701	17.9818044068858
FCF1	13.3343363488958	13.4476098921731	13.3909731205345	7.737	0.006		0.241444600378045	0.346896781318527	39.5342553044287	53.3841807350738	38.7149563246002	58.6710300529017	49.6157637522703	45.7622578986321	39.5342553044287	38.7149563246002	49.6157637522703	45.7622578986321
FCGR1A	0.0430996489099109	0.0376308628873716	0.0403652558986413	4.433	0.019		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FDFT1	220.927841299446	231.276966039399	226.102403669423	8.558	0		-0.398203796632252	0.162071579858019	969.368457085874	715.552311766196	653.273014569984	693.039195902668	1068.60581890314	734.340052680195	969.368457085874	653.273014569984	1068.60581890314	734.340052680195
FDXR	1.24760849493164	1.3583636659928	1.30298608046222	8.18	0.007		0.217720391524038	0.816328068226631	17.1014361638452	14.5690966557956	21.0084868065506	13.8281889013573	3.93562329424789	3.69902777471622	17.1014361638452	21.0084868065506	3.93562329424789	3.69902777471622
FECH	10.3741399332631	10.8117655891	10.5929527611816	2.382	0.048		-0.541566984211322	0.0170886852032736	35.8432978589945	25.0523949874566	38.0928371253174	24.396876133109	28.8444185881843	30.0602624467755	35.8432978589945	38.0928371253174	28.8444185881843	30.0602624467755
FEN1	124.689258392478	130.922125299947	127.805691846213	7.754	0.006		-0.0243921481193509	0.938103727156154	209.687393538946	251.599159959865	256.983084626827	231.918482431335	188.489445549727	247.336624511842	209.687393538946	256.983084626827	188.489445549727	247.336624511842
FERMT2	4.41843824943439	4.00583262310193	4.21213543626816	6.028	0.015		0.461146200779274	0.154604120204387	23.2530319062356	30.3746849096845	15.5051246590488	28.9898103039169	24.9928898087708	15.8529761773552	23.2530319062356	15.5051246590488	24.9928898087708	15.8529761773552
FETUB	0.383041741398951	0.390178502250188	0.38661012182457	3.895	0.02		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FGF10	0	0	0	2.405	0.048		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FGF22	0.0116282170115112	0	0.00581410850575562	5.534	0.017		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FGFBP3	0.0634640213319807	0.162539698271086	0.113001859801533	5.87	0.015		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FH	72.4484172108904	77.3622083947997	74.9053128028451	3.303	0.03		-0.516978058978705	0.0494108198518756	102.157499961963	100.209579949826	115.522749774518	84.5001114650798	129.707379680511	136.8640276645	102.157499961963	115.522749774518	129.707379680511	136.8640276645
FIGNL1	19.032827219063	15.5084605164774	17.2706438677702	3.009	0.033		-1.33330404053061	1.89552087575342e-05	57.6199467870564	18.6548949799301	55.0814767980405	33.8790628083254	62.6335946486287	66.8542652507896	57.6199467870564	55.0814767980405	62.6335946486287	66.8542652507896
FIP1L1	4.40185370953287	4.91423948950879	4.65804659952083	4.83	0.021		-0.835604213239509	0.00344108557724201	54.0110106181874	24.6223109533372	60.3455623304336	37.4348828115316	42.7704702447537	46.6681422516239	54.0110106181874	60.3455623304336	42.7704702447537	46.6681422516239
FLCN	1.39300478786703	1.43336953972528	1.41318716379616	6.232	0.016		0.180365679024718	0.739630953234137	23.3350531828008	35.6969748319124	35.3650837130773	20.3471922405686	15.3220206028198	17.5892545205894	23.3350531828008	35.3650837130773	15.3220206028198	17.5892545205894
FLII	8.45179281829391	8.0970208350289	8.27440682666141	4.785	0.021		1.02296421903053	0.00151280597703527	62.8693084872295	127.466155612145	73.4100655153729	113.68746732473	40.5840128590605	42.7426433886597	62.8693084872295	73.4100655153729	40.5840128590605	42.7426433886597
FLT3LG	0.0227007637793241	0.0462474401823835	0.0344741019808538	4.296	0.019		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FMC1	1.97125746574276	2.2948406397812	2.13304905276198	2.634	0.04		1.19229654012955	0.0290803304341543	1.7634574461519	4.51588235825398	1.14852775252213	5.33373000480925	2.15281957975953	2.70255498642532	1.7634574461519	1.14852775252213	2.15281957975953	2.70255498642532
FMO5	0.118722036564571	0.113081183030077	0.115901609797324	2.445	0.047		2.06890425544141	3.51686834299291e-05	0.861223403934651	3.76323529854498	0.861395814391598	5.77820750521002	1.21096101361473	1.16255158633938	0.861223403934651	0.861395814391598	1.21096101361473	1.16255158633938
FNDC3A	2.77585841862206	2.36684831127812	2.57135336495009	3.563	0.026		-0.444945358503757	0.159581760926777	34.7360106253643	29.1919538158561	44.4097397641891	37.4348828115316	36.463381632177	50.0803066478927	34.7360106253643	44.4097397641891	36.463381632177	50.0803066478927
FNDC5	0.0771818736651279	0.0539107965608507	0.0655463351129893	2.665	0.04		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FNTB	8.69764124367549	7.31064660787243	8.00414392577396	6.256	0.016		0.311859978989315	0.19729845905883	20.3002659498882	29.245714320121	17.9457461331583	24.4462625220424	20.6367939403511	20.5333786678125	20.3002659498882	17.9457461331583	20.6367939403511	20.5333786678125
FOSL1	8.15711104283339	4.81282184333619	6.48496644308479	2.989	0.033	TF,	-5.38978838926371	1.78105939295011e-16	17.4705319083886	0.376323529854498	33.7380027303376	0.642023056134446	8.12353013299884	19.3255328638235	17.4705319083886	33.7380027303376	8.12353013299884	19.3255328638235
FOXD2	0.183108973633459	0.148814299345618	0.165961636489539	2.329	0.048	TF,	-3.08997289124649	0.00365810821673456	1.43537233989108	0.161281512794785	0.957106460435109	0.0987727778668379	1.22777991658161	0.498236394145451	1.43537233989108	0.957106460435109	1.22777991658161	0.498236394145451
FOXD4L1	0	0	0	3.634	0.024	TF,	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXD4L3	0	0	0	3.671	0.024	TF,	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXD4L4	0.00724286700851529	0	0.00362143350425765	7.014	0.015	TF,	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXD4L6	0	0	0	5.251	0.017	TF,	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXH1	0	0	0	2.809	0.034	TF,	12.3045548764411	1.10380276052123e-27	0	30.9122899523338	0	22.7671252983061	0	0	0	0	0	0
FOXM1	5.78279136036883	5.75332289166408	5.76805712601645	3.006	0.033	TF,	-0.563808808784824	0.0449161741741513	23.0889893531052	21.5579622102363	24.071227479943	16.0505764033612	29.2144344534555	25.6516252622158	23.0889893531052	24.071227479943	29.2144344534555	25.6516252622158
FOXRED1	17.2508268513262	16.9083065855036	17.0795667184149	7.751	0.006		0.902816716291446	0.00845042982769208	55.6104255112089	133.003487551433	97.8641355794899	162.283674035215	57.7561127882361	77.7248774866903	55.6104255112089	97.8641355794899	57.7561127882361	77.7248774866903
FOXRED2	5.73139741724393	4.5717618589946	5.15157963811927	4.736	0.021		-0.765057046442298	0.0307572043892426	26.4928723305612	23.224537842449	31.9673557785326	24.0017850216416	41.9127061934433	45.9283366966806	26.4928723305612	31.9673557785326	41.9127061934433	45.9283366966806
FRAT1	0.00609724176254779	0	0.0030486208812739	3.982	0.02		3.58791002376892	0.00218828095365258	0.369095744543422	1.98913865780235	0.143565969065266	2.02484194627018	0.13455122373497	0.0150980725498621	0.369095744543422	0.143565969065266	0.13455122373497	0.0150980725498621
FRMD1	0	0	0	3.703	0.022		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRRS1	1.36545270198538	1.51181440353334	1.43863355275936	3.976	0.02		-1.30055366236237	0.0118879529604422	7.21787233773803	5.26852941796298	6.69974522304576	2.12361472413701	11.2013893759363	8.28884182987431	7.21787233773803	6.69974522304576	11.2013893759363	8.28884182987431
FTH1	20.7026828089801	25.0087670548537	22.8557249319169	6.728	0.018		-0.487996211466903	0.355177238187772	103.592872301854	70.2649790742613	97.6727142874029	40.2992933696699	46.5042667033992	41.5649937297705	103.592872301854	97.6727142874029	46.5042667033992	41.5649937297705
FUNDC2	3.07371817986322	3.04272248321284	3.05822033153803	5.365	0.017		0.804760990628398	2.63765453572611e-05	28.7074467978217	56.3410084696449	27.3732447684441	54.818891716095	29.7526393483953	30.8755583644681	28.7074467978217	27.3732447684441	29.7526393483953	30.8755583644681
FUS	7.56610187177288	7.68535811717459	7.62572999447373	5.191	0.016	RBP,	1.01785357814251	0.0107240847648505	189.469148865623	334.390336527854	188.214985444564	280.66284830862	94.8249749272204	91.8717714659111	189.469148865623	188.214985444564	94.8249749272204	91.8717714659111
FXN	2.35761605343189	2.34796183427679	2.35278894385434	8.098	0.007		2.79844903929332	4.23932108201095e-11	3.69095744543422	30.8585294480689	3.44558325756639	16.0505764033612	3.44787510820862	1.9929455765818	3.69095744543422	3.44558325756639	3.44787510820862	1.9929455765818
FZD9	0.00690829487980714	0	0.00345414743990357	5.082	0.016		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G3BP1	30.871077171384	27.5541270850484	29.2126021282162	6.897	0.019	RBP,	0.889484118276846	5.77821869269526e-05	295.973776485542	677.328593233832	307.518305737801	496.827072670195	267.420557173254	296.148693065546	295.973776485542	307.518305737801	267.420557173254	296.148693065546
G6PD	14.0047248497247	14.5901081568611	14.2974165032929	5.667	0.018		-0.117378684331686	0.861154633422025	93.0941489015075	70.5875420998509	87.5273858067907	49.7320936559529	32.7295851735316	30.5434007683711	93.0941489015075	87.5273858067907	32.7295851735316	30.5434007683711
GAB1	1.54508770029266	1.68536606929638	1.61522688479452	3.159	0.033		-0.838024748658075	0.104680909184226	22.0637233960401	21.8805252358258	23.879806187856	6.61777611707814	23.1932671913155	24.7910351268736	22.0637233960401	23.879806187856	23.1932671913155	24.7910351268736
GABPB1	5.04823383227401	4.58767372171342	4.81795377699371	6.043	0.015	TF,	-0.829789080266506	8.88066818769132e-07	73.3270212492931	38.6538025664835	67.4760054606752	46.0775008748799	69.9498174392177	66.2956365664447	73.3270212492931	67.4760054606752	69.9498174392177	66.2956365664447
GADD45GIP1	3.31733063693042	2.80671613964333	3.06202338828688	6.386	0.017		0.711889656971686	0.0672120095095683	8.32515957136829	13.7089285875567	9.37964331226407	11.4576422325532	5.34841114346507	5.52589455324954	8.32515957136829	9.37964331226407	5.34841114346507	5.52589455324954
GAGE12C	0	0	0	4.309	0.019		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GAPDH	1425.66934726253	1496.09425114785	1460.88179920519	10.295	0	RBP,	-0.465034852537275	0.000865385593487234	3649.29063693909	2745.49519230562	3696.96726939967	2962.49192656007	3666.78994922541	3475.71218363121	3649.29063693909	3696.96726939967	3666.78994922541	3475.71218363121
GAR1	11.0045558357824	13.0315224499617	12.0180391428721	4.513	0.02		0.959341979903182	0.0046501744455521	24.3193085015832	40.5891807200209	27.4211000914659	48.5468203215508	14.380162036675	18.5857273088803	24.3193085015832	27.4211000914659	14.380162036675	18.5857273088803
GARS	33.8631071289379	34.1685425391252	34.0158248340315	10.324	0		0.256232048572497	0.392071002333448	418.021436014567	524.272437591581	423.567464065558	398.992636193092	291.807966475217	296.465752589093	418.021436014567	423.567464065558	291.807966475217	296.465752589093
GART	37.029262705862	35.6772121286018	36.3532374172319	8.342	0.008		0.107903850017564	0.716905162559154	198.2454254581	230.310000270953	177.351827118626	273.106730801807	251.055764586488	229.490702757905	198.2454254581	177.351827118626	251.055764586488	229.490702757905
GATA2	12.6488818690356	11.2210102032444	11.93494603614	4.17	0.021	TF,	-3.02272421340112	0.011681139656701	265.21579777359	2.79554622177627	280.480048230509	55.7078467168966	156.129876241466	169.596648952601	265.21579777359	280.480048230509	156.129876241466	169.596648952601
GATAD2A	6.46860690782705	6.47895559023116	6.4737812490291	11.651	0	TF,Epi,	-0.850959838729109	1.05133628007831e-05	64.0996276357076	37.7398739939797	66.0882010930443	36.3977686439298	53.8204894939882	62.0681762524833	64.0996276357076	66.0882010930443	53.8204894939882	62.0681762524833
GATB	6.11334445513324	5.99894804993071	6.05614625253197	5.166	0.016		-0.329193638389043	0.187677491566436	45.2757446639931	36.8797059257408	44.026897180015	46.5713647642141	55.3173718580397	47.6344188948151	45.2757446639931	44.026897180015	55.3173718580397	47.6344188948151
GATC	9.23365630675813	8.41495137973079	8.82430384324446	3.039	0.033		0.107145871108996	0.611270628584019	39.7803191341243	44.0298529929763	36.0350582353819	41.5833394819388	38.6162012119365	32.1437964586565	39.7803191341243	36.0350582353819	38.6162012119365	32.1437964586565
GBF1	6.00972554781389	4.97465350166013	5.49218952473701	3.894	0.02		-0.474614769367722	0.0259907357799745	71.0304255054674	52.524012666835	73.2186442232859	48.448047543684	57.4197347288986	57.3122833992767	71.0304255054674	73.2186442232859	57.4197347288986	57.3122833992767
GCN1	8.31002326100983	7.28821278564645	7.79911802332814	5.159	0.016		-0.103341408487409	0.686633080475926	110.195585065353	106.929642982942	123.466733396129	126.97240594782	102.427119068246	124.725177334411	110.195585065353	123.466733396129	102.427119068246	124.725177334411
GDAP1	2.85004671809655	3.16939101256665	3.0097188653316	5.4	0.017		-0.462111895522377	0.271419876930534	6.60271276349899	4.51588235825398	4.01984713382746	4.98802528227531	6.99666363421846	6.3411904709421	6.60271276349899	4.01984713382746	6.99666363421846	6.3411904709421
GEMIN4	9.29046619076612	9.04343378849814	9.16694998963213	3.021	0.033		1.45272471576806	2.2928899643151e-08	37.852819134842	101.822395077774	46.371808008081	114.033172047264	29.1976155504886	32.0079138057077	37.852819134842	46.371808008081	29.1976155504886	32.0079138057077
GEMIN7	40.9229928550679	40.9932410756502	40.9581169653591	8.031	0.007		-0.131187648360003	0.633877085696325	43.6763297709716	51.6100840943312	43.3569226577104	42.32413531594	51.4658430786262	50.2463854459412	43.6763297709716	43.3569226577104	51.4658430786262	50.2463854459412
GEMIN8	12.4068758105519	10.0064873313998	11.2066815709758	9.327	0		-0.0445521347007551	0.859699581086694	36.8685638160596	40.2666176944313	39.0499435857525	42.5710672606071	38.6666579208371	42.0481320513661	36.8685638160596	39.0499435857525	38.6666579208371	42.0481320513661
GFER	0.366671827007196	0.433858967253014	0.400265397130105	5.169	0.016		0.715514205453999	0.130257806494186	3.23984042432559	4.99972689663833	2.82346405828357	3.75336555893984	2.01826835602456	1.88725906873277	3.23984042432559	2.82346405828357	2.01826835602456	1.88725906873277
GFI1B	0.0158764024531348	0.0154021033934497	0.0156392529232922	3.567	0.026	TF,Epi,	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GFM1	10.61870701742	11.3479341808752	10.9833205991476	7.439	0.006		0.270373020062705	0.14798166901265	58.3581382761433	71.985315210739	54.8422001829318	74.7216064562629	51.886315652798	58.4446388405163	58.3581382761433	54.8422001829318	51.886315652798	58.4446388405163
GFPT1	19.7568272882232	17.7361325131328	18.746479900678	7.36	0.005		1.27614783131919	2.19072182384056e-12	201.280212691013	494.489118228811	217.5502984569	594.068872480097	193.350108507152	212.777136445207	201.280212691013	217.5502984569	193.350108507152	212.777136445207
GGA3	6.28793208041217	6.28367591545529	6.28580399793373	4.71	0.021		0.319530412019499	0.181435447152259	61.9670744450123	78.2752942097356	61.9726433131733	69.9311267297212	46.2351642559292	49.174422294901	61.9670744450123	61.9726433131733	46.2351642559292	49.174422294901
GGACT	0.436655099892141	0.313651853240712	0.375153476566427	3.194	0.033		-0.246089067756716	0.827668582194836	1.92749999928231	0.591365546914212	1.86635759784846	1.62975083480283	0.487748186039268	0.679413264743796	1.92749999928231	1.86635759784846	0.487748186039268	0.679413264743796
GGPS1	15.4010468191358	15.4016828582034	15.4013648386696	4.063	0.021		-0.74233396048918	0.00600215228853573	56.7997340214044	33.2239916357257	50.3916551419085	45.0403867072781	69.4284314472447	63.2307278388226	56.7997340214044	50.3916551419085	69.4284314472447	63.2307278388226
GINM1	8.6865108788469	8.6988449001923	8.6926778895196	5.324	0.017		-0.986771398732075	0.00171084040466564	46.1779787062103	18.009768928751	35.9393475893384	19.1125325172331	31.1486082946457	23.3416201620869	46.1779787062103	35.9393475893384	31.1486082946457	23.3416201620869
GINS1	47.0889621602288	50.238099249061	48.6635307046449	2.868	0.033		0.0118673544065691	0.961121490042612	100.271010600963	100.639663983946	85.4696069168553	110.872443155526	102.494394680114	97.2164891485623	100.271010600963	85.4696069168553	102.494394680114	97.2164891485623
GINS2	52.6906148381973	46.2698514068977	49.4802331225475	12.931	0		0.225106475599894	0.538103362764452	60.1626063605778	92.4143068314118	46.180386715994	54.1768686599606	66.5692179428766	58.2030696797186	60.1626063605778	46.180386715994	66.5692179428766	58.2030696797186
GINS3	5.30265829323912	4.85449679732603	5.07857754528258	4.387	0.019		2.40351953869544	6.96334421482141e-18	8.16111701823788	54.3518698118425	9.42749863528583	53.5348456038261	8.0898923270651	11.5500255006445	8.16111701823788	9.42749863528583	8.0898923270651	11.5500255006445
GIPC1	1.45509850711614	1.58384685713931	1.51947268212772	4.598	0.02		0.207730340128056	0.752964218732685	30.3888829674084	26.3426470898149	20.4342229302896	17.087690570963	11.1004759581351	8.65119557107101	30.3888829674084	20.4342229302896	11.1004759581351	8.65119557107101
GIT2	0.905262104017333	0.94417100276561	0.924716553391472	6.648	0.018		0.145270568545609	0.553406864508533	12.9183510590198	15.5367857325643	12.1552520475259	15.0628486246928	13.0178308963584	12.6974790144341	12.9183510590198	12.1552520475259	13.0178308963584	12.6974790144341
GJA4	0	0	0	2.306	0.048		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GJA8	0	0	0	3.626	0.026		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLMN	7.4375035033833	8.34176226087143	7.88963288212736	2.738	0.036		0.713089452396777	0.0482031806171955	11.9751063785199	26.987773140994	18.5200100094194	34.9161769759272	17.6262103092811	20.6692613207613	11.9751063785199	18.5200100094194	17.6262103092811	20.6692613207613
GLRX5	3.39495707224446	3.5424772839999	3.46871717812218	5.509	0.017		-0.366826632223196	0.17786737707748	9.80154254954198	8.60168068238853	10.1453284806122	9.13648195268251	11.2854838907706	10.6592392202027	9.80154254954198	10.1453284806122	11.2854838907706	10.6592392202027
GMNN	45.4736501589188	50.6675555546084	48.0706028567636	4.042	0.021		-0.246712384460784	0.243807705875566	72.2607446539455	65.964138733067	74.7978698830038	73.1906283993269	73.7172517037969	81.9825339457514	72.2607446539455	74.7978698830038	73.7172517037969	81.9825339457514
GMPPB	2.2088058649552	2.43751467770101	2.32316027132811	2.664	0.04		1.10354408012457	0.0132554916271357	21.6536170132141	48.1694118213758	35.3172283900555	56.0535514394305	12.6478150310872	19.7482788952197	21.6536170132141	35.3172283900555	12.6478150310872	19.7482788952197
GMPS	11.1543249612017	11.0087363482056	11.0815306547037	7.731	0.006		-0.281923126921935	0.0634633533587997	117.782553147634	95.3711345659828	105.186000001818	100.155596756974	108.919215613459	105.656311703935	117.782553147634	105.186000001818	108.919215613459	105.656311703935
GNB1L	0.95226910314017	1.07360507173249	1.01293708743633	7.975	0.007		-1.03612988148542	0.123881602915918	34.8590425402121	11.23594539137	31.7280791634239	11.0131647321524	8.00579781223074	10.734729582952	34.8590425402121	31.7280791634239	8.00579781223074	10.734729582952
GNL3	129.251690393767	155.772688508445	142.512189451106	8.025	0.007		0.317342800488537	0.266549487621953	255.414255224048	362.883403788266	270.095443134788	447.638229292509	306.675876697931	356.827846643442	255.414255224048	270.095443134788	306.675876697931	356.827846643442
GNPNAT1	7.49363027635813	7.11029631809644	7.30196329722728	6.544	0.017		1.05391991200849	6.73198453939828e-05	26.9029787133872	40.0515756773716	21.0084868065506	56.349869773031	18.9717225466308	18.8876887598775	26.9029787133872	21.0084868065506	18.9717225466308	18.8876887598775
GOLGA6A	0	0	0	2.967	0.033		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA6B	0	0	0	6.075	0.015		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA6C	0	0	0	4.17	0.021		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA6D	0	0	0	5.079	0.016		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA6L10	0.0171278827454815	0.00797577426202476	0.0125518285037532	8.732	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA6L1	0	0	0	6.701	0.018		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA6L4	0.00266308218120183	0	0.00133154109060092	11.717	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA8J	0	0	0	6.525	0.017		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA8N	0	0	0	5.523	0.017		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA8O	0	0	0	5.726	0.014		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA8R	0.00728698101916946	0	0.00364349050958473	4.205	0.019		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GON7	16.8793948659973	14.2895429987248	15.584468932361	3.865	0.02		-0.482201534247926	0.0258590746639983	18.9059042482797	14.0852521174112	18.5200100094194	13.2355522341563	17.4412023766455	15.5661127989079	18.9059042482797	18.5200100094194	17.4412023766455	15.5661127989079
