name	BT5_hTSC_1	BT5_hTSC_2	mean_RPKM_BT5_hTSC	bagel_BF	bagel_FDR	Class	NSC_vs_TSC_LFC	NSC_vs_TSC_padj	AN_naive_TSC_rep1	AN_naive_rep1	H9_naive_TSC_rep1	H9_naive_rep1	AN_naive_TSC_rep2	H9_naive_TSC_rep2	AN_naive_TSC_rep1.1	H9_naive_TSC_rep1.1	AN_naive_TSC_rep2.1	H9_naive_TSC_rep2.1
ACAT2	108.090565934407	117.576001500453	112.83328371743	9.727	0		-0.050009632882765	0.869274042190052	212.886223324989	229.987437245363	248.273415836867	291.922944985439	248.213369985087	279.133165301851	212.886223324989	248.273415836867	248.213369985087	279.133165301851
ACER1	0.346504772525026	0.0130123791160715	0.179758575820549	3.073	0.033		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACLY	69.9314150611474	79.8068516500984	74.8691333556229	8.735	0		-0.526427456302737	0.00687503561387639	365.158723268292	266.16825661566	377.339222026542	319.08545889882	397.228850271566	406.30423038934	365.158723268292	377.339222026542	397.228850271566	406.30423038934
ACO1	4.200910799201	4.06670002678094	4.13380541299097	2.694	0.036	RBP,	-1.35361791589223	3.25059766672077e-10	92.8070744335293	36.3421008830915	89.3458880816174	31.9529936399221	70.0170930510852	70.2664296470584	92.8070744335293	89.3458880816174	70.0170930510852	70.2664296470584
ACR	0.039221936447278	0.0273961454435017	0.0333090409453899	5.323	0.017		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSL3	17.884989574614	14.4034276056386	16.1442085901263	2.585	0.045		1.12224252872208	0.0114071364177855	142.881063776587	207.730588479683	64.0782775261306	194.730531564471	91.4948321397799	46.7738287594729	142.881063776587	64.0782775261306	91.4948321397799	46.7738287594729
ACTB	7606.80523748277	6697.2063478675	7152.00579267513	8.093	0.007	Epi,	-0.158148613869995	0.585961777527461	13876.8106863225	12121.6496991347	15664.1478974501	12375.9327483812	10010.022384278	10862.6253555219	13876.8106863225	15664.1478974501	10010.022384278	10862.6253555219
ACTBL2	0.965395884982527	0.558568249565512	0.761982067274019	2.331	0.048		6.25636311701263	1.12895283382506e-14	0.369095744543422	30.3746849096845	0	11.1119375100193	0.454110380105525	0.150980725498621	0.369095744543422	0	0.454110380105525	0.150980725498621
ACTG1	3183.58978142161	2617.3733576375	2900.48156952956	3.996	0.021		0.11604219208224	0.538136854941098	4699.24499825028	4692.43185426	4176.42975075464	5552.26477583963	4594.5879124899	3934.49731420387	4699.24499825028	4176.42975075464	4594.5879124899	3934.49731420387
ACTR1A	43.6898172921237	42.4903247167129	43.0900710044183	8.622	0		-0.199499718147639	0.373047991186457	170.35819142593	148.809075805322	162.420966335838	132.45429511943	140.774217832713	123.275762369624	170.35819142593	162.420966335838	140.774217832713	123.275762369624
ACTR2	47.7785461015346	42.2037673076402	44.9911567045874	8.976	0		-0.566332797029172	0.0579803724218823	156.578616962976	104.886743820875	138.20617288683	147.171439021588	190.558170614652	197.331808226698	156.578616962976	138.20617288683	190.558170614652	197.331808226698
ACTR3	15.0041318989688	14.4521158707147	14.7281238848417	2.336	0.048		0.0517452528048943	0.833545455861918	113.763510595939	130.315462338186	111.694323932777	116.996355383269	96.0695737467689	117.17614105948	113.763510595939	111.694323932777	96.0695737467689	117.17614105948
ACTR8	9.41050782913802	11.7229022701928	10.5667050496654	2.859	0.032	Epi,	1.09023576240627	2.01472927459813e-11	30.5529255205388	62.4697059558467	26.1290063698785	65.6345108925138	27.7343709923708	26.3612346720593	30.5529255205388	26.1290063698785	27.7343709923708	26.3612346720593
